,Unnamed: 0,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core,shell,formula,core_atomic_percent,core_pauling_electronegativity,shell_atomic_percent,shell,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function
65,67,0.2325581395,40,577,300,52.5,20.115,1.442,1.355,1,0,1,0,1,1,5.168554879,33.70824839,33.70824839,33.708246,3.788512,90,90,90,0.375,0.7705696203,76.15126994,1.00000002,TiO2,Fe2O3,TiO2/Fe2O3,"{'Ti': 33.33333333333333, 'O': 66.66666666666666}",280.6666667,"{'Fe': 40.0, 'O': 60.0}",279.6,533.3333333,144.3333333,680,188
66,68,0.2325581395,40,577,300,46.11,19.88,1.438,0.6585,0,0.139,0,1,1,1,5.168554879,33.70824839,33.70824839,33.708246,3.788512,90,90,90,0.375,0.7705696203,76.15126994,1.00000002,TiO2,Fe2O3,TiO2/Fe2O3,"{'Ti': 33.33333333333333, 'O': 66.66666666666666}",280.6666667,"{'Fe': 40.0, 'O': 60.0}",279.6,533.3333333,144.3333333,680,188
67,69,0.2325581395,60,577,300,45.78,20.814,1.5775,0.659,0,0.0695,0,2,1,1,5.168554879,33.70824839,33.70824839,33.708246,3.788512,90,90,90,0.375,0.8022151899,76.15126994,1.00000002,TiO2,Fe2O3,TiO2/Fe2O3,"{'Ti': 33.33333333333333, 'O': 66.66666666666666}",280.6666667,"{'Fe': 40.0, 'O': 60.0}",279.6,533.3333333,144.3333333,680,188
68,70,0.2,20,858,5,57,624.1,33.04,15,0,3.8,1,3,1,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,140.2504828,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
69,71,0.1785714286,20,793,5,55,8336,43.5,52,0,2.15,1,3,1,1,5.187944746,96.14844973,102.080952,89.7589901,0,0,0,0,0.4285714286,0.7406639004,122.4097405,1.199041281,Fe13(CoO10)2,0,Co0.4Fe2.6O4,"{'Fe': 37.142857142857146, 'Co': 5.714285714285714, 'O': 57.14285714285714}",275.2857143,{},0,691.4285714,203.1428571,0,0
70,72,0.1612903226,20,793,5,51,10760,36.47,70,0,0,1,3,1,1,5.34598912,105.2721405,108.121428,89.63848514,0,0,0,0,0.4285714286,0.7450280469,107.7257574,1.087915041,Fe23Co7O40,0,Co0.7Fe2.3O4,"{'Fe': 32.857142857142854, 'Co': 10.0, 'O': 57.14285714285714}",275.5,{},0,695.7142857,204.4285714,0,0
71,73,0.15,20,789,5,45,14563,32.22,20,0,2.48,1,3,1,1,5.932913866,120.4947892,120.20238,89.39747524,0,0,0,0,0.4285714286,0.5528089888,66.49346492,1,Fe2CoO4,0,CoFe2O4,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,{},0,700,205.7142857,0,0
72,74,0.1666666667,50,683,10,1.259,1219.58,0.0485,1219.58,0,0.0485,1,6.5,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
73,75,0.1666666667,50,683,130,0.8455,429.82,0.0105,1182,0,0.031,1,6.5,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
74,76,0.1666666667,50,683,300,0.646,1500,0.025,342.15,1,0.006,1,6.5,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
75,77,0.1333333333,30,800,10,63,3999.6,34.3,0.1,0,0,1,1.4,0.805995977,1,3.070579209,92.3729465,92.3729465,80.08855025,0,0,0,0,1,0.5969908651,310.6425284,1,Fe7Co3,0,Fe0.7Co0.3,"{'Fe': 70.0, 'Co': 30.0}",184.5,{},0,830,479,0,0
76,78,0.125,30,800,150,59.95,1299.65,28,399.95,1,0,1,1.4,0.805995977,1,2.685096688,90,90,97.23774708,0,0,0,0,1,0.5341614907,227.4823912,1.223711166,Fe7Co3,0,Fe0.7Co0.3,"{'Fe': 70.0, 'Co': 30.0}",184.5,{},0,830,479,0,0
77,79,0.1176470588,30,800,300,55.4,849.7,22.25,49.9,1,0,1,1.2,0.805995977,1,2.685096688,90,90,97.23774708,0,0,0,0,1,0.6072270228,227.4823912,1.223711166,Fe7Co3,0,Fe0.7Co0.3,"{'Fe': 70.0, 'Co': 30.0}",184.5,{},0,830,479,0,0
78,80,0.1176470588,30,800,300,90.95,799.65,21,0.05,1,0.43,1,2,0.805995977,1,2.843446,90,90,90,0,0,0,0,1,0.6164663769,211.0115684,1,FeCo,0,Fe0.5Co0.5,"{'Fe': 50.0, 'Co': 50.0}",185.5,{},0,850,485,0,0
79,81,0.1333333333,30,800,10,18.3,3999.65,21.6,0.05,1,0,1,1.4,0.805995977,1,2.685096688,90,90,97.23774708,0,0,0,0,1,0.615680246,227.4823912,1.223711166,Fe3Co7,0,Fe0.3Co0.7,"{'Fe': 30.0, 'Co': 70.0}",186.5,{},0,870,491,0,0
80,82,0.125,30,800,150,13,2299.75,18,99.95,1,0,1,1.4,0.805995977,1,2.685096688,90,90,97.23774708,0,0,0,0,1,0.5341614907,227.4823912,1.223711166,Fe3Co7,0,Fe0.3Co0.7,"{'Fe': 30.0, 'Co': 70.0}",186.5,{},0,870,491,0,0
81,83,0.1176470588,30,800,300,10.85,1099.75,11.7,0.05,0,0,1,1.2,0.805995977,1,2.693534093,84,84,87.61887354,0,0,0,0,1,0.6420901933,344.2897188,1.111505199,Fe3Co7,0,Fe0.3Co0.7,"{'Fe': 30.0, 'Co': 70.0}",186.5,{},0,870,491,0,0
82,85,0.1875,60,860,5,25.45,1620.97,10.5,781.28,0,3.74,1,7,1,1,5.512634482,96.20340084,96.20340084,141.6175122,5.142692,74.87633512,90,90,0.4444444444,-0.6666666667,105.4330552,1,FeO,Fe3O4,FeO-Fe3O4,"{'Fe': 50.0, 'O': 50.0}",263.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,700,235,685.7142857,201.4285714
83,86,0.24,60,860,5,19.21,2044.82,7.1,1022,0,3.717,1,7,0.805995977,1,5.512634482,96.20340084,96.20340084,141.6175122,5.142692,74.87633512,90,90,0.4444444444,-0.33,105.4330552,1,FeO,Fe3O4,FeO-Fe3O4,"{'Fe': 50.0, 'O': 50.0}",263.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,700,235,685.7142857,201.4285714
84,87,0.4821428571,50,860,20,20,681.83,10,471,0,0,1,0.1,0.5166432673,1,5.512634482,96.20340084,96.20340084,141.6175122,5.142692,74.87633512,90,90,0.4444444444,-0.33,105.4330552,1,FeO,Fe3O4,FeO-Fe3O4,"{'Fe': 50.0, 'O': 50.0}",263.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,700,235,685.7142857,201.4285714
85,88,0.4199125273,20,860,2,44.14,959.2,13.638,583,0,7.934,1,1,0.6711392913,1,5.512634482,96.20340084,96.20340084,141.6175122,5.142692,74.87633512,90,90,0.4444444444,-0.33,105.4330552,1,FeO,Fe3O4,FeO-Fe3O4,"{'Fe': 50.0, 'O': 50.0}",263.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,700,235,685.7142857,201.4285714
86,89,0.2173913043,10,860,5,31,1897,28.9,1190,0,0,1,1,1,1,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.8656542056,105.4330552,1.000148021,Fe,Fe3O4,Fe/Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
87,90,0.1875,10,858,5,84,862,76.8,133,0,0.4476,1,1,1,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,140.2504828,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
88,91,0.2,60,985,30,15.1225,1361.79,38.8493,20,0,0.3699,1,5,1,1,2.459351531,109.469122,109.4670629,109.4595825,3.788512,90,90,90,0.5,0.8839662447,129.9982684,1.000148021,Fe,Fe2O3,Fe/Fe2O3,{'Fe': 100.0},183,"{'Fe': 40.0, 'O': 60.0}",279.6,800,470,680,188
89,92,0.3,60,985,15,15.2465,2544.74,37.8808,1071.526,0,0.514774,1,5,1,1,2.459351531,109.469122,109.4670629,109.4595825,3.788512,90,90,90,0.5,0.8839662447,129.9982684,1.000148021,Fe,Fe2O3,Fe/Fe2O3,{'Fe': 100.0},183,"{'Fe': 40.0, 'O': 60.0}",279.6,800,470,680,188
90,93,0.2,60,985,5,54.6886,6193.5077,49.286,1600,0,0,1,1,1,1,2.459351531,109.469122,109.4670629,109.4595825,3.788512,90,90,90,0.5,0.8839662447,129.9982684,1.000148021,Fe,Fe2O3,Fe/Fe2O3,{'Fe': 100.0},183,"{'Fe': 40.0, 'O': 60.0}",279.6,800,470,680,188
91,94,0.375,50,860,300,38.9,1538.46,16.23,1000,0,0,1,0,0.5166432673,1,5.512634482,96.20340084,96.20340084,141.6175122,5.142692,74.87633512,90,90,0.4444444444,-0.152238806,105.4330552,1,FeO,Fe3O4,FeO-Fe3O4,"{'Fe': 50.0, 'O': 50.0}",263.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,700,235,685.7142857,201.4285714
92,95,0.1675977654,20,985,5,40.2714,1746.2416,10.8132,140,0,0.926,1,2,1,1,2.459351531,109.469122,109.4670629,109.4595825,3.788512,90,90,90,0.5,0.8839662447,129.9982684,1.000148021,Fe,Fe2O3,Fe/Fe2O3,{'Fe': 100.0},183,"{'Fe': 40.0, 'O': 60.0}",279.6,800,470,680,188
93,96,0.1287553648,20,985,5,20.862,1359.636,7.2,964.9,0,4.79,1,1.36,1,1,2.459351531,109.469122,109.4670629,109.4595825,3.788512,90,90,90,0.5,0.8839662447,129.9982684,1.000148021,Fe,Fe2O3,Fe/Fe2O3,{'Fe': 100.0},183,"{'Fe': 40.0, 'O': 60.0}",279.6,800,470,680,188
94,97,0.2544097693,15,262,15,7.538,933.92,0.78,932,0,0.01,0,0.1,1,1,5.5522,90,90,120,5.5522,90,90,120,0.4,0.7259001161,17.6956882,2.390223695,La2MnFeO6,LaMn0.5Fe0.5O3,La2FeMnO6,"{'La': 20.0, 'Mn': 10.0, 'Fe': 10.0, 'O': 60.0}",240.2,"{'La': 20.0, 'Mn': 10.0, 'Fe': 10.0, 'O': 60.0}",240.2,510,88,510,88
95,98,0.2544097693,15,262,50,5.942,206,0.5365,865.6,0,0.0315,0,0.1,1,1,5.5522,90,90,120,5.5522,90,90,120,0.4,0.7259001161,17.6956882,2.390223695,La2MnFeO6,LaMn0.5Fe0.5O4,La2FeMnO6,"{'La': 20.0, 'Mn': 10.0, 'Fe': 10.0, 'O': 60.0}",240.2,"{'La': 16.666666666666664, 'Mn': 8.333333333333332, 'Fe': 8.333333333333332, 'O': 66.66666666666666}",257.5,510,88,525,73.33333333
96,99,0.1810063956,15,262,100,20.87,176.327,0.222,122.374,0,0.02,0,0.1,1,1,5.5522,90,90,120,5.5522,90,90,120,0.4,0.6760911337,17.6956882,2.390223695,La2MnFeO6,LaMn0.5Fe0.5O5,La2FeMnO6,"{'La': 20.0, 'Mn': 10.0, 'Fe': 10.0, 'O': 60.0}",240.2,"{'La': 14.285714285714285, 'Mn': 7.142857142857142, 'Fe': 7.142857142857142, 'O': 71.42857142857143}",269.8571429,510,88,535.7142857,62.85714286
97,100,0.1146175594,15,262,250,1.0253,919.3,0.0908734,510.4,0,0.000875,1,0.1,1,1,5.5522,90,90,120,5.5522,90,90,120,0.4,0.5134020619,17.6956882,2.390223695,La2MnFeO6,LaMn0.5Fe0.5O6,La2FeMnO6,"{'La': 20.0, 'Mn': 10.0, 'Fe': 10.0, 'O': 60.0}",240.2,"{'La': 12.5, 'Mn': 6.25, 'Fe': 6.25, 'O': 75.0}",279.125,510,88,543.75,55
98,101,0.075,10,858,5,40.434,107,31.81,13,0,0.002,0,2,1,1,5.537194159,111.2279648,113.6974374,103.6513787,5.142692,74.87633512,90,90,0.3846153846,-0.25,84.15028967,1,VFeO4,Fe3O4,FeVO4-Fe3O4,"{'V': 16.666666666666664, 'Fe': 16.666666666666664, 'O': 66.66666666666666}",287,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,616.6666667,150,685.7142857,201.4285714
99,102,0.075,10,858,5,40.434,450,31.81,78,0,0.00626,0,2,1,1,5.537194159,111.2279648,113.6974374,103.6513787,5.142692,74.87633512,90,90,0.3846153846,-0.25,84.15028967,1,VFeO4,Fe3O4,FeVO4-Fe3O4,"{'V': 16.666666666666664, 'Fe': 16.666666666666664, 'O': 66.66666666666666}",287,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,616.6666667,150,685.7142857,201.4285714
100,103,0.06818181818,20,730,300,0.0025,5250,0.00091,650,0,0,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
101,104,0.0612244898,20,730,300,0.0035,4750,0.000363,254,0,0,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
102,105,0.046875,20,730,300,0.0035,1750,0.000227,250,0,0,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
103,106,0.046875,20,730,10,31.5969,750,11.9886,800,0,0,1,8,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
104,107,0.07923930269,10,730,300,0.0045,5275.5,0.0037,511.81,0,0,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
105,110,0.2521008403,60,858,2,12.5965,1889.91,19.82866,1350,0,0.463974,1,5,1,1,2.949546031,60,60,60,5.142692,74.87633512,90,90,0.375,0.9060060538,140.2504828,1,Au,Fe3O4,Au-Fe3O4,{'Au': 100.0},0,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,0,0,685.7142857,201.4285714
106,111,0.2857142857,60,858,100,26.9472,502.31,41.0239,502,0,0.77266,1,5,1,1,2.949546031,60,60,60,5.142692,74.87633512,90,90,0.375,0.9069400631,140.2504828,1,Au,Fe3O4,Au-Fe3O4,{'Au': 100.0},0,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,0,0,685.7142857,201.4285714
107,112,0.306122449,60,858,200,35.47086,181,0.014788,181,0,1.3638,1,5,1,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.965034965,140.2504828,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
108,113,0.25,30,250,150,2.6,6000,0.8,79,0,0.006,1,6,1,1,4.895443004,115.7679166,132.1502421,62.33533969,0,0,0,0,0.22,0.8471443406,101.1223281,0.6722513679,GdTiFe9(Bi3O10)3,0,Bi0.9Gd0.1Fe0.9Ti0.1O3,"{'Gd': 2.0, 'Ti': 2.0, 'Fe': 18.0, 'Bi': 18.0, 'O': 60.0}",244.82,{},0,518,99.46,0,0
109,114,0.03370786517,70,730,2,29.4,6088.8,1,149.24,0,0,1,0.2,1,1,3.957177,90,90,90,0,0,0,0,0.356,0.94140625,138.356207,1,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3,"{'Sr': 4.3999999999999995, 'Nd': 15.6, 'Co': 20.0, 'O': 60.0}",244,{},0,540,100,0,0
110,115,0.03370786517,70,730,8,21.626,8899.6785,1.7,30.67,0,0,1,5,1,1,3.957177,90,90,90,0,0,0,0,0.356,0.9594594595,138.356207,1,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3,"{'Sr': 4.3999999999999995, 'Nd': 15.6, 'Co': 20.0, 'O': 60.0}",244,{},0,540,100,0,0
111,116,0.03333333333,70,730,10,20.4,6342.6,2.536,402.9,0,0,1,5,1,1,3.957177,90,90,90,0,0,0,0,0.356,0.9594594595,138.356207,1,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3,"{'Sr': 4.3999999999999995, 'Nd': 15.6, 'Co': 20.0, 'O': 60.0}",244,{},0,540,100,0,0
112,120,0.2380952381,80,633,10,0.115,761,0.012,530.6,0,0.0124,1,3.01,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.7198275862,158.6059192,1.000148021,Fe,CuO,Cu0.98/Fe0.02O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
113,121,0.3797468354,80,695.4,10,0.344,995,0.082,906.4,0,0.0124,1,4.6,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.6791666667,174.2410051,1.000148021,Fe,CuO,Cu0.96/Fe0.04O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
114,122,0.2380952381,80,673,100,8.549,91,0.0386,249,0,0,1,1,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.7198275862,168.6284101,1.000148021,Fe,CuO,Cu0.98/Fe0.02O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
115,123,0.3797468354,80,673,100,11.526,25,0.132,94,0,0,1,0,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.6791666667,168.6284101,1.000148021,Fe,CuO,Cu0.96/Fe0.04O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
116,124,0.2380952381,80,850,5,5.5978,247,0.0193,1335,0,0.05734,1,5.5,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.7198275862,212.9779326,1.000148021,Fe,CuO,Cu0.98/Fe0.02O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
117,125,0.3797468354,80,850,5,5.5978,41,0.027,1318,0,0.05734,1,5.5,1,1,2.459351531,109.469122,109.4670629,109.4595825,2.993267858,60,60,60,0.6666666667,0.6791666667,212.9779326,1.000148021,Fe,CuO,Cu0.96/Fe0.04O,{'Fe': 100.0},183,"{'Cu': 50.0, 'O': 50.0}",267,800,470,850,232.5
118,126,0.3529411765,40,948,30,58.598,115.005,0.015,131,0,0.00027,1,0,0.805995977,1,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,187.6726271,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
119,127,0.3529411765,40,948,30,58.598,125.23,0.002,165.23,0,0.00247,1,0,0.805995977,1,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,187.6726271,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
120,128,0.3529411765,40,948,100,101.028,250,0.0038,1025,0,0.004428,1,2,0.805995977,1,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,187.6726271,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
121,129,0.3529411765,40,948,200,57.7,579.15,0.0851,113.5,0,0,1,2,0.805995977,1,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,187.6726271,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
122,130,0.75,80,720,5,5.8,2285.7,0.4,900,0,0.0107,1,8,1,1,2.924839357,90,90,119.9999855,3.240551584,60,60,60,0.2,0.7487437186,333.2765957,1.176906346,NiO,SiO2,NiO,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,800,257.5,533.3333333,161.6666667
123,131,0.15,20,683,300,1.5745,239.34,0.079,250,1,0.079,1,2,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
124,132,0.1,20,683,300,1.585,1135.5,0.117,984.37,1,0.092,1,2,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
125,133,0.075,20,683,300,1.1835,1041.71,0.119,677,0,0.047,1,2,1,1,5.388093916,122.2098958,142.6878026,47.91917824,0,0,0,0,0.2,0.9455676516,121.0294705,0.6286584682,FeBiO3,0,BiFeO3,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
126,134,0.1622498648,15,555,193,30,2812.5,17.71,812.5,0,0.006,0,0.06,1,1,4.416362,90,90,90,0,0,0,0,0.37,0.8364587876,135.8917561,1.4936994,Sr3La17(FeO3)20,0,La0.85Sr0.15FeO3,"{'Sr': 3.0, 'La': 17.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
127,135,0.1111111111,20,1388,5,122,569.343,34.375,124.14,0,12,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-3.25,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
128,136,0.1111111111,20,1388,5,116,583.34,32.07,123.24,0,6.25,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-4.21,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
129,137,0.1111111111,20,1388,5,105,626.8,32.9245,148.595,0,6.031,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-4.21,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
130,138,0.1111111111,20,1388,5,90.42,738.96,27.919,183.82,0,5.931,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-4.21,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
131,139,0.1111111111,20,1388,5,56.9,724.638,15.923,210.53,0,3.5,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-2.81,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
132,140,0.1111111111,20,1388,5,32,631.58,6.5,147.36,0,0.8,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-2.81,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
133,141,0.1111111111,20,1388,5,9.55,222,0.6875,36.6,0,0.1125,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-2.81,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
134,142,0.1111111111,20,1388,5,4.6,194.724,0.191,26.442,0,0.032,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-2.81,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
135,143,0.1111111111,20,1388,5,3,265,0.051,21.5,0,0.005,1,1,1,1,2.489759746,60,60,60,6.117259024,58.53516804,61.59675931,58.53664785,0.5,-2.81,88.82502079,1,Co,Co3O4,Co-Co3O4,{'Co': 100.0},188,"{'Co': 42.857142857142854, 'O': 57.14285714285714}",277.1428571,900,500,728.5714286,214.2857143
136,144,0.1,20,45,10,11.57801747,1086,3.991605336,1086,0,2.238,1,1,1,1,6.348074159,117.4929608,89.99975597,117.6525217,0,0,0,0,0.4285714286,0.7674418605,3.832957605,1.000536027,Mn3O4,0,Mn3O4,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,{},0,642.8571429,175.7142857,0,0
137,145,0.05,20,45,10,32,575,1.6846,575,0,2.319,1,1,1,1,6.348074159,117.4929608,89.99975597,117.6525217,0,0,0,0,0.4285714286,0.7674418605,3.832957605,1.000536027,Mn3O4,0,Mn3O4,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,{},0,642.8571429,175.7142857,0,0
138,146,0.03333333333,20,45,10,16.8497,273,0.9614,273,0,2.339,1,1,1,1,6.348074159,117.4929608,89.99975597,117.6525217,0,0,0,0,0.4285714286,0.7674418605,3.832957605,1.000536027,Mn3O4,0,Mn3O4,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,{},0,642.8571429,175.7142857,0,0
139,147,0.2941176471,60,858,5,24.254,2900,20.7712,1290,0,0.958574,1,7,1,1,5.142692,74.87633512,90,90,3.011828164,107.2949512,89.50258333,120.0378437,0.4444444444,0.385665529,106.3960077,1.708366274,Fe3O4,CoO,Fe3O4@CoO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Co': 50.0, 'O': 50.0}",266,685.7142857,201.4285714,750,250
140,148,0.2,5,1661,5,40.36,543.7435,9.4,147.76,0,1.632,1,1,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3515358362,411.9435168,1,Co,CoO,Co-CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
141,149,0.2,5,1661,5,38,546.7225,8.1,14.7,0,0.13,1,1,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3515358362,411.9435168,1,Co,CoO,Co-CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
