area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core_pauling_electronegativity,shell_pauling_electronegativity,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function,core_pauling_electronegativity_difference,core_vec_difference,core_work_function_difference,shell_pauling_electronegativity_difference,shell_vec_difference,shell_work_function_difference,core,shell,formula
0.0998,29.8,1661,4,56.1102,676.67,11.45314,60.146,0,1.637,1,0.02,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.64476,411.9435,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.0998,29.8,1661,4,56.1102,721.784,11.45314,180.446,0,1.637,1,0.05,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.64476,411.9435,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.0998,11.24,1661,4,55.6912,1030.184,11.45314,533.957,0,0,1,0.5,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.64476,411.9435,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.0998,46,1661,4,34.402,1075.184,21.7824,578.9,0,1.8438,1,5,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.64476,411.9435,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.078947,80,484.8,2,101.25,260.4,1.24,81.11,1,0.44,0,7,1,1,8.59,90,90,90,0,0,0,0,0.375,-4.37714,32.53691,0.77651,270,0,537.5,149.125,0,0,3.565765,2.067022,13.1616,0,-2.22E-16,0,GdTiCrO5,0,GdCrTiO5
0.078947,80,484.8,10,80,268.92,0.56,79.292,1,0.16,0,7,1,1,8.59,90,90,90,0,0,0,0,0.375,-4.37714,32.53691,0.77651,270,0,537.5,149.125,0,0,3.565765,2.067022,13.1616,0,-2.22E-16,0,GdTiCrO5,0,GdCrTiO5
0.078947,80,484.8,50,30,234.4,0.06,113.716,1,0.12,0,7,1,1,8.59,90,90,90,0,0,0,0,0.375,-4.37714,32.53691,0.77651,270,0,537.5,149.125,0,0,3.565765,2.067022,13.1616,0,-2.22E-16,0,GdTiCrO5,0,GdCrTiO5
0.252738,25,65,5,3.295,577.7,0.49,871.02,0,0.677,1,0.01,1,1,2.924839,90,90,120,5.7935,62.45887,62.22212,90.00004,0.444444,0.353234,4.1967,1.176906,267.5,267.7143,800,257.5,671.4286,188.5714,2.859813,2.5,10,3.312259,1.534277,11.64057,NiO,Mn2CoO4,NiO-CoMn2O4
0.145278,25,65,5,1.278,3467.27,0.59,1480.01,0,0.156,1,0.01,1,1,2.924839,90,90,120,5.7935,62.45887,62.22212,90.00004,0.444444,0.665008,4.1967,1.176906,267.5,267.7143,800,257.5,671.4286,188.5714,2.859813,2.5,10,3.312259,1.534277,11.64057,NiO,Mn2CoO4,NiO-CoMn2O4
0.118859,25,65,5,2.26,229.74,0.3,159.24,0,0.115,1,0.01,1,1,2.924839,90,90,120,5.7935,62.45887,62.22212,90.00004,0.444444,0.544942,4.1967,1.176906,267.5,267.7143,800,257.5,671.4286,188.5714,2.859813,2.5,10,3.312259,1.534277,11.64057,NiO,Mn2CoO4,NiO-CoMn2O4
0.114416,25,65,5,1.72,2215.15,0.83,473.62,0,0.167,1,0.01,1,1,2.924839,90,90,120,5.7935,62.45887,62.22212,90.00004,0.444444,0.343284,4.1967,1.176906,267.5,267.7143,800,257.5,671.4286,188.5714,2.859813,2.5,10,3.312259,1.534277,11.64057,NiO,Mn2CoO4,NiO-CoMn2O4
0.245902,80,500,300,65.82,919.2,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.3,80,500,300,66.72,821.583,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.340909,80,500,300,51.22,681.9,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.27027,80,500,300,54.42,620.483,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.217391,80,500,300,58.91,751.664,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.25641,80,500,300,45.92,771.36,18.7128,50,1,0,1,0,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,98.98345,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.397059,30,729.6,4,28.07734,1571,2.594767,204,0,0.34788,1,2,0.516643,1,6.016811,90,90,120,5.142692,74.87634,90,90,0.384615,0.816667,23.85239,3.904954,272.875,275,656.25,176.25,685.7143,201.4286,2.846377,1.495174,12.78834,2.897249,1.443376,11.54701,BaFe12O19,Fe3O4,BaFe12O19-Fe3O4
0.519231,30,729.6,4,0.2087,974,0.1027,254,0,0.0194,1,2,0.516643,1,6.016811,90,90,120,5.142692,74.87634,90,90,0.384615,0.762682,23.85239,3.904954,272.875,275,656.25,176.25,685.7143,201.4286,2.846377,1.495174,12.78834,2.897249,1.443376,11.54701,BaFe12O19,Fe3O4,BaFe12O19-Fe3O4
0.082327,15,858,60,49.5,95.69,6.8544,329.43,0,0,1,1.3,1,1,5.142692,74.87634,90,90,2.924839,90,90,120,0.444444,0.636935,110.006,1.708366,275,267.5,685.7143,201.4286,800,257.5,2.897249,1.443376,11.54701,2.859813,2.5,10,Fe3O4,NiO,Fe3O4-NiO
0.094488,15,860,60,33.75,145.18,6.251633,145.18,1,0,1,1.2,1,1,2.924839,90,90,120,5.142692,74.87634,90,90,0.444444,0.707429,105.4331,1.176906,267.5,275,800,257.5,685.7143,201.4286,2.859813,2.5,10,2.897249,1.443376,11.54701,NiO,Fe3O4,NiO-Fe3O4
0.375,60,538,5,48,12180,38.148,135,0,0,1,5,1,1,5.996281,60,60,60,3.011828,107.295,89.50258,120.0378,0.444444,0.536082,66.71451,1,276.1429,266,714.2857,207.8571,750,250,2.838877,2.039608,11.56632,2.932331,2,10,Fe2NiO4,CoO,NiFe2O4-CoO
0.272727,60,538,5,16.5,12110,12.592,161,0,0,1,5,1,1,5.996281,60,60,60,3.011828,107.295,89.50258,120.0378,0.444444,0.536082,66.71451,1,276.1429,266,714.2857,207.8571,750,250,2.838877,2.039608,11.56632,2.932331,2,10,Fe2NiO4,CoO,NiFe2O4-CoO
0.25,60,538,5,19,12040,14.81,143,0,0,1,5,1,1,5.996281,60,60,60,3.011828,107.295,89.50258,120.0378,0.444444,0.536082,66.71451,1,276.1429,266,714.2857,207.8571,750,250,2.838877,2.039608,11.56632,2.932331,2,10,Fe2NiO4,CoO,NiFe2O4-CoO
0.00375,6,1388,5,16.6078,504,7.6124,182,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,446,7.6124,126,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,318,7.6124,374,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,357,7.6124,685,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,504,7.6124,182,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,332,7.6124,94,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,218,7.6124,314,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.00375,6,1388,5,16.6078,354,7.6124,685,0,0,1,1,1,1,2.48976,60,60,60,3.011828,107.295,89.50258,120.0378,0.666667,0.638225,344.237,1,188,266,900,500,750,250,0,0,0,2.932331,2,10,Co,CoO,Co-CoO
0.489898,80,93,2,6.2,9130.43,2.3944,1304.348,0,0,1,3.5,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,2,6.2,8478.26,2.11,1195.65,1,0,1,3.5,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,2,5.79,10000,2.2456,763,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,8,5.75,9812.5,2.175,506,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,10,5.75,9687.5,2.175,379,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,15,6,8189.5,2.133,340.5,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,20,5.979,7920.689,2.1,178.869,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,25,6.2,7508.612,2,124.743,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,30,5.9,7705.647,1.967,179.2,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,40,6.151,6289.985,2.3,18,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,60,7.6,3512.753,2.994,108.706,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.489898,80,93,80,8,1397.769,3,35.3685,0,0,1,1,0.671139,1,5.988303,89.99998,120,59.99995,0,0,0,0,0.428571,0.21875,7.765148,0.999999,270.8571,0,642.8571,200,0,0,3.128237,1.632993,11.57275,0,-2.22E-16,0,Cr2CoO4,0,CoCr2O4
0.142857,30,823,50,96,141,8.4,14,1,0,1,3,1,1,2.447573,90,90,108.0944,0,0,0,0,1,0.576663,252.1886,1.613553,187,0,900,492.5,0,0,0.213904,1.111111,0.456853,0,-2.22E-16,0,FeNi,0,FeNi
0.882353,60,797,5,3.367,1484,0.123,1217,0,0.0923,1,5,1,1,2.4816,60,60,60,6.348074,117.493,89.99976,117.6525,0.5,-0.25285,50.91445,1,155,263,700,410,642.8571,175.7143,0,0,0,3.556302,0.7698,11.54701,Mn,Mn3O4,Mn-Mn3O4
0.230769,6,858,5,5.625,8649.5,1.5625,909,0,1.125,1,5,1,1,5.142692,74.87634,90,90,3.433963,89.99989,60.03562,59.97819,0.444444,0.457627,93.75796,1.708366,275,249.5,685.7143,201.4286,650,205,2.897249,1.443376,11.54701,3.787575,0.769231,10,Fe3O4,MnO,Fe3O4-MnO
0.075,6,858,5,5.625,6995,1.5625,727,1,1.5,1,5,1,1,5.142692,74.87634,90,90,3.433963,89.99989,60.03562,59.97819,0.444444,0.457627,93.75796,1.708366,275,249.5,685.7143,201.4286,650,205,2.897249,1.443376,11.54701,3.787575,0.769231,10,Fe3O4,MnO,Fe3O4-MnO
0.054545,40,658,5,17.7,4263,11,104,0,0,1,5,0.232722,7.272727,5.932914,120.4948,120.2024,89.39748,2.924839,90,90,120,0.444444,0.619048,84.36361,1,275.7143,267.5,700,205.7143,800,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10,Fe2CoO4,NiO,CoFe2O4-NiO
0.054545,40,658,5,30,6315,22.4,183,0,0,1,5,0.232722,7.272727,5.932914,120.4948,120.2024,89.39748,2.924839,90,90,120,0.444444,0.619048,84.36361,1,275.7143,267.5,700,205.7143,800,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10,Fe2CoO4,NiO,CoFe2O4-NiO
0.054545,40,658,5,34.5,12334,22.5,612,0,0,1,5,0.232722,7.272727,5.932914,120.4948,120.2024,89.39748,2.924839,90,90,120,0.444444,0.619048,84.36361,1,275.7143,267.5,700,205.7143,800,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10,Fe2CoO4,NiO,CoFe2O4-NiO
0.054545,40,658,5,47.2,12653,32.7,758,0,0,1,5,0.232722,7.272727,5.932914,120.4948,120.2024,89.39748,2.924839,90,90,120,0.444444,0.619048,84.36361,1,275.7143,267.5,700,205.7143,800,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10,Fe2CoO4,NiO,CoFe2O4-NiO
0.054545,40,658,5,41,7820,33.5,584,0,0,1,5,0.232722,7.272727,5.932914,120.4948,120.2024,89.39748,2.924839,90,90,120,0.444444,0.619048,84.36361,1,275.7143,267.5,700,205.7143,800,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10,Fe2CoO4,NiO,CoFe2O4-NiO
0.25,20,858,5,38.4,5491,12.549,50,0,0,1,5,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.202941,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,25,30.17,5033.95,15.932,101.55,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.835976,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,50,30.5,3534,14.9,127.295,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.796196,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,75,30.5,2746.15,13.9,101.65,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.796196,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,100,30,2161.55,12.288,76.25,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.796196,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,125,30.25,1525.8,11.61,101,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.796196,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,150,30.339,941.295,10.763,76.9,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.869565,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,200,29.32,457.615,9.326,50.845,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.887048,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,250,27.967,951.139,6.5,25.559,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.894478,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.25,20,858,300,26.187,597.2501,6,0.199,0,0,1,0,0.805996,1,5.142692,74.87634,90,90,3.009789,60,60,60,0.333333,0.894478,142.5349,1.708366,275,237.5,685.7143,201.4286,400,183,2.897249,1.443376,11.54701,4.484211,5,10,Fe3O4,MgO,Fe3O4-MgO
0.206897,20,800,25,30.85,5255.674,20.17,918.639,0,0,1,1,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.652778,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,50,31.538,3724.686,16.4,407.967,0,0,1,1,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.711277,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,75,30.427,2882.653,15.213,178.571,0,0,1,5,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.759207,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,100,30.34,2168.6,13.675,25.2,0,0,1,1,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.711277,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,125,30.3,1505.05,12.393,76.55,0,0,1,1,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.711277,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,150,30.17,944.54,11.368,25.46,0,0,1,5,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.716099,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,200,29.144,433.5,7.752,76.5,0,0,1,5,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.718729,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.206897,20,800,250,27.606,951.139,9.061,25.559,0,0,1,1,0.805996,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.826034,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.441176,50,1003,5,63.0136,11898.92,26.621,1253.696,0,0,1,5,1,1,3.788512,90,90,90,0,0,0,0,0.4,0.779894,198.5608,1,279.6,0,680,188,0,0,2.820943,1.440876,12.24745,0,-2.22E-16,0,Fe2O3,0,Fe2O3
0.441176,50,986.5,5,55.3693,8798.29,26.621,1478.24,0,0,1,5,1,1,2.48976,60,60,60,3.788512,90,90,90,0.5,0.790576,130.1962,1,188,279.6,900,500,680,188,0,0,0,2.820943,1.440876,12.24745,Co,Fe2O3,Co-Fe2O3
0.441176,50,986.5,5,50.1338,1634.436,25.577,223.87,0,0,1,5,1,1,2.48976,60,60,60,3.788512,90,90,90,0.5,0.790576,130.1962,1,188,279.6,900,500,680,188,0,0,0,2.820943,1.440876,12.24745,Co,Fe2O3,Co-Fe2O3
0.441176,50,986.5,5,28.9442,873.4,22.55,13.282,0,0,1,5,1,1,2.48976,60,60,60,3.788512,90,90,90,0.5,0.790576,130.1962,1,188,279.6,900,500,680,188,0,0,0,2.820943,1.440876,12.24745,Co,Fe2O3,Co-Fe2O3
0.416667,75,800,5,67,26100,35.1206,90,0,0,1,7,1,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.684148,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.225564,75,800,5,63,21700,44.862,50,0,0,1,7,1,1,5.142692,74.87634,90,90,5.932914,120.4948,120.2024,89.39748,0.428571,0.276986,33.71025,1.708366,275,275.7143,685.7143,201.4286,700,205.7143,2.897249,1.443376,11.54701,2.860376,1.707469,11.55577,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
0.434153,50,793,5,98.5,13200,46.295,833,0,0,1,4.8,1,1,5.932914,120.4948,120.2024,89.39748,0,0,0,0,0.428571,0.552809,66.83057,1,275.7143,0,700,205.7143,0,0,2.860376,1.707469,11.55577,0,-2.22E-16,0,Fe2CoO4,0,CoFe2O4
0.272727,50,825,5,83.3,8310,50.8,961.2,0,0,1,3.8,1,1,5.932914,120.4948,120.2024,89.39748,5.996281,60,60,60,0.428571,0.796729,34.39632,1,275.7143,276.1429,700,205.7143,714.2857,207.8571,2.860376,1.707469,11.55577,2.838877,2.039608,11.56632,Fe2CoO4,Fe2NiO4,CoFe2O4-NiFe2O4
0.035629,50,594,5,75.3,251,15.813,280.8268,0,0,1,2.114,1,1,5.996281,60,60,60,0,0,0,0,0.428571,0.632867,49.5307,1,276.1429,0,714.2857,207.8571,0,0,2.838877,2.039608,11.56632,0,-2.22E-16,0,Fe2NiO4,0,NiFe2O4
0.25,50,825,5,86.3,3010,38.835,830,0,0,1,5.6,1,1,5.996281,60,60,60,5.932914,120.4948,120.2024,89.39748,0.428571,0.797897,34.76369,1,276.1429,275.7143,714.2857,207.8571,700,205.7143,2.838877,2.039608,11.56632,2.860376,1.707469,11.55577,Fe2NiO4,Fe2CoO4,NiFe2O4-CoFe2O4
0.75,50,573,5,6.7,3230,2.18,1020,0,0.845,1,5,1,1,6.055896,59.84436,59.34137,60.17588,3.788512,90,90,90,0.416667,0.841561,45.37401,1.000956,271,279.6,671.4286,192.8571,680,188,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
0.6,50,573,5,7.2,3100,2.045,1030,0,0.676,1,5,1,1,6.055896,59.84436,59.34137,60.17588,3.788512,90,90,90,0.416667,0.841561,45.37401,1.000956,271,279.6,671.4286,192.8571,680,188,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
0.5,50,573,5,7.5,3370,2.45,1110,0,0.591,1,5,1,1,6.055896,59.84436,59.34137,60.17588,3.788512,90,90,90,0.416667,0.841561,45.37401,1.000956,271,279.6,671.4286,192.8571,680,188,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
0.5,50,573,5,8.3,3100,3.06,1110,0,0.92957,1,5,1,1,6.055896,59.84436,59.34137,60.17588,3.788512,90,90,90,0.416667,0.841561,45.37401,1.000956,271,279.6,671.4286,192.8571,680,188,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
0.166667,20,858,5,80.88,400,19.35,769,0,0,1,5,1,1,5.142692,74.87634,90,90,0,0,0,0,0.428571,0.862471,140.2505,1.708366,275,0,685.7143,201.4286,0,0,2.897249,1.443376,11.54701,0,-2.22E-16,0,Fe3O4,0,Fe3O4
0.2,20,858,5,109,1700,100,280,0,0,1,5,1,1,6.223665,82.94196,82.94196,42.45986,5.142692,74.87634,90,90,0.571429,0.815171,52.59393,0.801718,203.5714,275,685.7143,478.5714,685.7143,201.4286,1.597782,2.635231,0.283189,2.897249,1.443376,11.54701,Fe5C2,Fe3O4,Fe5C2-Fe3O4
0.25,20,520,5,122.8,1400,100,147,0,0,1,5,1,1,6.223665,82.94196,82.94196,42.45986,0,0,0,0,0.714286,0.785804,25.06562,0.801718,203.5714,0,685.7143,478.5714,0,0,1.597782,2.635231,0.283189,0,-2.22E-16,0,Fe5C2,0,Fe5C2
0.206897,30,970,5,94,414,16.26101,1115.58,0,0,1,3,1,1,4.332798,131.8647,131.8647,70.44275,0,0,0,0,1,0.716432,83.95267,1,189,0,950,503.75,0,0,0.183286,0.911606,0.38681,0,-2.22E-16,0,FeNi3,0,FeNi3
0.138122,30,630,5,57,174,0.834612,188.886,0,0,1,3,1,1,4.332798,131.8647,131.8647,70.44275,2.790102,90,90,120,0.8,0.850647,84.67433,1,189,216,950,503.75,600,460,0.183286,0.911606,0.38681,0,-2.22E-16,0,FeNi3,Mo,FeNi3-Mo
