area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core_pauling_electronegativity,shell_pauling_electronegativity,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function,core_pauling_electronegativity_difference,core_vec_difference,core_work_function_difference,shell_pauling_electronegativity_difference,shell_vec_difference,shell_work_function_difference,core,shell,formula
0.2,4,45,20,5.791,878.3785,2.0595,256.1785,0,5.4625,1,0.1,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,4,45,20,5.432,891.9945,2.0895,269.9945,0,5.4895,1,0.2,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,4,45,20,5.432,892,2.18,270,0,5.58,1,0.3,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,8,45,10,9.26,2838.8,4.265,225.8,0,3.681,1,0.05,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,8,45,10,8.85,2935.565,4.2655,322.565,0,4.598,1,0.1,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,8,45,10,8.686,2935.385,4.307,322.385,0,4.598,1,0.2,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,8,45,10,8.563,2919.26,4.3285,306.26,0,4.8275,1,0.3,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,8,45,10,8.359,2919.3,4.349,532.063,0,5.058,1,0.5,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,30,10.5378,1372.5,3.2605,1372.5,0,3.2605,1,0.4,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,30,10.298,2190.471,4.963,556.519,0,1.412,1,0.8,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,30,11.312,2353.799,5.217,589.1305,0,1.449,1,1,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,30,15.077,2550.85,5.399,328.675,0,0.979,1,2,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,40,13.72,900.1575,4.124,66.858,0,0.534,1,0.3,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.2,20,45,40,13.72,1008.733,4.3375,175.433,0,0.7465,1,2,0.805996,1,3.895077,90,90,90,5.479769,60.90148,87.36408,57.03681,0.4,-0.66667,3.349205,1,237.4,268.4,500,82,640,164,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,SmMnO3,Mn2O3,SmMnO3-Mn2O3
0.154639,35,498,5,44.2,886,8.694605,117,0,0,1,0.02,1,1,5.143163,88.70422,78.31925,88.76834,0,0,0,0,0.219231,-1.2381,89.696,1.000258,306.2731,0,675.3846,111.6923,0,0,2.08027,2.343619,18.85126,0,-2.22E-16,0,Er3Fe7(NiO4)50,0,NiEr0.06Fe0.14O4
0.154639,35,498,5,43.8,1218,8.694605,167,0,0,1,0.02,1,1,5.143163,88.70422,78.31925,88.76834,0,0,0,0,0.207692,-0.92857,89.696,1.000258,304.1615,0,666.1538,106.2692,0,0,2.055631,2.377108,19.47894,0,-2.22E-16,0,Er3Fe2(NiO4)25,0,NiEr0.12Fe0.08O4
0.154639,35,498,5,41.2,1377,8.694605,172,0,0,1,0.02,1,1,5.143163,88.70422,78.31925,88.76834,0,0,0,0,0.196154,-0.60714,89.696,1.000258,302.05,0,656.9231,100.8462,0,0,2.035417,2.416791,20.1598,0,-2.22E-16,0,Er9Fe(NiO4)50,0,NiEr0.18Fe0.02O4
0.072727,10,850,2,2.9,1832.68,1.675,1387.54,0,0.999,1,0.66,0.805996,1,2.924839,90,90,120,5.996281,60,60,60,0.444444,0.628141,53.15795,1.176906,267.5,276.1429,800,257.5,714.2857,207.8571,2.859813,2.5,10,2.838877,2.039608,11.56632,NiO,Fe2NiO4,NiO-NiFe2O4
0.072727,50,850,2,8.3,1294.872,1.667,13.028,1,0.137,1,0.01,0.805996,1,2.924839,90,90,120,5.996281,60,60,60,0.444444,0.628141,53.15795,1.176906,267.5,276.1429,800,257.5,714.2857,207.8571,2.859813,2.5,10,2.838877,2.039608,11.56632,NiO,Fe2NiO4,NiO-NiFe2O4
0.072727,50,850,2,8.3,1461.595,1.8625,794.928,0,0.3325,1,0.1,0.805996,1,2.924839,90,90,120,5.996281,60,60,60,0.444444,0.628141,53.15795,1.176906,267.5,276.1429,800,257.5,714.2857,207.8571,2.859813,2.5,10,2.838877,2.039608,11.56632,NiO,Fe2NiO4,NiO-NiFe2O4
0.072727,29,850,100,13.6582,663.422,1.5055,81.257,0,0,1,0.1,0.805996,1,2.924839,90,90,120,5.996281,60,60,60,0.444444,0.628141,53.15795,1.176906,267.5,276.1429,800,257.5,714.2857,207.8571,2.859813,2.5,10,2.838877,2.039608,11.56632,NiO,Fe2NiO4,NiO-NiFe2O4
0.072727,27,850,50,13.6582,1088.335,2.1605,306.0945,0,0,1,0.1,0.805996,1,2.924839,90,90,120,5.996281,60,60,60,0.444444,0.628141,53.15795,1.176906,267.5,276.1429,800,257.5,714.2857,207.8571,2.859813,2.5,10,2.838877,2.039608,11.56632,NiO,Fe2NiO4,NiO-NiFe2O4
0.333333,50,1103,5,9.656,657.542,3.1,316.989,0,0.748,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,5,7.487,523.2,1.879,84.611,0,0.345,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.176471,50,1103,5,4.37,381.864,1.0775,70.769,0,0.1985,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,2,10.07,794.665,3.39,155.665,0,0.596,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,5,9.754,688.265,3.15,114.745,0,0.35,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,10,9.438,589.847,2.417,106.431,0,0,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,17,9.158,499.745,2.375,16.745,0,0,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.3,50,1103,27,8.912,372.75,1.885,44.65,0,0.273,1,0.1,1,1,5.388094,122.2099,142.6878,47.91918,0,0,0,0,0.2,0.945568,195.4546,0.628658,243,0,520,94,0,0,3.403618,2.686808,19.49359,0,-2.22E-16,0,FeBiO3,0,BiFeO3
0.119048,70,334,10,0.4,169,1.860408,249,0,0.0862,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,0,0,0,0,0.5,0.860614,165.6702,1.757954,266,0,750,250,0,0,2.932331,2,10,0,-2.22E-16,0,CoO,0,CoO
0.143198,70,573,10,35,197,13.7658,76,0,1.574896,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,6.055896,59.84436,59.34137,60.17588,0.444444,0.326769,35.18325,1.757954,266,271,750,250,671.4286,192.8571,2.932331,2,10,3.126748,1.311577,11.58685,CoO,Mn(FeO2)2,CoO-MnFe2O4
0.160858,70,860,10,78,283,26.6802,55,0,2.3376,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.932914,120.4948,120.2024,89.39748,0.444444,-0.32423,54.35778,1.757954,266,275.7143,750,250,700,205.7143,2.932331,2,10,2.860376,1.707469,11.55577,CoO,Fe2CoO4,CoO-CoFe2O4
0.3,50,85,5,0.96,1856.45,0.189,944.208,0,0.089,1,0.5,1,1,2.924839,90,90,120,0,0,0,0,0.5,0.806533,43.59214,1.176906,267.5,0,800,257.5,0,0,2.859813,2.5,10,0,-2.22E-16,0,NiO,0,NiO
0.122449,50,293,5,6.35,1047.21,0.219,877.4,0,0.219,1,0.5,1,1,3.566081,60,60,60,2.924839,90,90,120,0.666667,0.68593,75.13233,1,120,267.5,300,310,800,257.5,0,0,0,2.859813,2.5,10,Gd,NiO,Gd-NiO
0.103734,18,85,300,12.9406,525.72,0.00619,54.431,0,0.0094,1,0.01,1,1,2.924839,90,90,120,0,0,0,0,0.5,0.993719,43.59214,1.176906,267.5,0,800,257.5,0,0,2.859813,2.5,10,0,-2.22E-16,0,NiO,0,NiO
0.103448,18,591.6,300,12.9406,420.07,0.00615,46.4866,0,0.0094,1,0.01,1,1,5.216782,90,72,108,0,0,0,0,0.5,0.967337,71.19317,1,266.545,0,795,254.925,0,0,2.863278,2.509895,10.07572,0,-2.22E-16,0,ZnNi99O100,0,Ni0.99Zn0.01O
0.108735,18,591.6,300,12.9406,533,0.00642,44.365,0,0.0094,1,0.01,1,1,5.216782,90,72,108,0,0,0,0,0.5,0.967337,71.19317,1,264.635,0,785,249.775,0,0,2.872657,2.53281,10.2316,0,-2.22E-16,0,Zn3Ni97O100,0,Ni0.97Zn0.03O
0.105485,18,591.6,300,12.9406,159.266,0.00237,15.541,0,0.0094,1,0.01,1,1,4.170578,90,84,102,0,0,0,0,0.5,0.967337,97.01571,1.024813,262.725,0,775,244.625,0,0,2.885347,2.559896,10.39357,0,-2.22E-16,0,ZnNi19O20,0,Ni0.95Zn0.05O
0.103734,51.04,85,3,3.8216,1044.68,0.01538,49.168,0,0.1065,1,0.01,1,1,2.924839,90,90,120,0,0,0,0,0.5,0.993719,43.59214,1.176906,267.5,0,800,257.5,0,0,2.859813,2.5,10,0,-2.22E-16,0,NiO,0,NiO
0.103448,50,602.4,3,34.4804,645.11,0.01022,55.388,0,5.5734,1,0.01,1,1,5.44824,66.31113,82.94563,70.81472,0,0,0,0,0.5,0.687186,99.75442,1.248343,266.545,0,795,254.925,0,0,2.863278,2.509895,10.07572,0,-2.22E-16,0,ZnNi99O100,0,Ni0.99Zn0.01O
0.108735,50,602.4,3,34.4804,495.24,0.00872,74.345,0,5.365,1,0.01,1,1,5.44824,66.31113,82.94563,70.81472,0,0,0,0,0.5,0.687186,99.75442,1.248343,264.635,0,785,249.775,0,0,2.872657,2.53281,10.2316,0,-2.22E-16,0,Zn3Ni97O100,0,Ni0.97Zn0.03O
0.105485,50,602.4,3,34.4804,256.8,0.00514,30.212,0,5.365,1,0.01,1,1,5.44824,66.31113,82.94563,70.81472,0,0,0,0,0.5,0.687186,99.75442,1.248343,262.725,0,775,244.625,0,0,2.885347,2.559896,10.39357,0,-2.22E-16,0,ZnNi19O20,0,Ni0.95Zn0.05O
0.15,70,850,10,40.631,8040,22.5818,101,0,0.36435,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,70,850,50,40.631,8105,22.5904,74,0,0.358995,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,70,850,150,43.2134,4131,47.1517,55,0,0.499432,0.8,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,70,850,250,39.2628,1662,31.0905,30,0,0.384632,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,30,850,10,32.5494,8624,17.3368,178,0,0,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,30,850,50,32.823,8200,17.4304,109,0,0,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,30,850,150,48.2282,4302,16.0526,45,0,1.218,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.15,30,850,250,29.0628,1737,16.628,36,0,1.464,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,10,46.0336,3197,36.8626,253,0,0.1374,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,50,46.0336,2656,36.8626,160,0,0.2522,0.8,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,150,38.6424,1346,39.2301,58,0,0.336232,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,250,24.9028,503,24.7645,11,0,0.384632,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,325,24.836,275,17.9265,2,0,0.5519,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,10,49.812,3016,20.5784,238,0,1.00868,0.8,2,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,70,850,50,49.812,2528,20.5784,147,0,0.26428,0.8,2,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,30,850,10,49.1154,4652,18.7704,943,0,0.69,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,30,850,50,48.707,3697,19.4404,376,0,1.783,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,30,850,150,46.6082,1805,20.5726,81,0,2.368,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.061224,30,850,250,46.0694,687,18.8874,23,0,2.033,1,5,0.805996,1,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90,90,0.444444,0.972509,104.2071,1.757954,266,275,750,250,685.7143,201.4286,2.932331,2,10,2.897249,1.443376,11.54701,CoO,Fe3O4,CoO-Fe3O4
0.47619,50,813,10,28.685,5500,6.6,800,0,0.6,1,1,1,1,3.011828,107.295,89.50258,120.0378,6.617077,57.30339,57.30339,45.08058,0.4375,0.831615,46.07136,1.757954,266,275.9286,750,250,707.1429,206.7857,2.932331,2,10,2.849642,1.887024,11.56137,CoO,Fe4CoNiO8,CoO-Ni0.5Co0.5Fe2O4
0.042735,12,922,300,82.4,900,27.4,14.182,0.6,4.8,1,0,1,1,5.932914,120.4948,120.2024,89.39748,4.799136,84.38479,89.90052,99.4604,0.6,0.572101,73.01221,1,275.7143,184.6667,700,205.7143,833.3333,480,2.860376,1.707469,11.55577,0.127637,0.565685,0.294628,Fe2CoO4,Fe2Co,CoFe2O4-CoFe2
0.044118,12,922,300,80,760,26.1,19.15,0.4,13,1,0,1,1,5.932914,120.4948,120.2024,89.39748,3.038005,90,90,108.9187,0.6,0.671053,120.9341,1,275.7143,184.6667,700,205.7143,833.3333,480,2.860376,1.707469,11.55577,0.127637,0.565685,0.294628,Fe2CoO4,Fe2Co,CoFe2O4-CoFe2
0.046225,12,922,300,94.6,750,29.6,16.852,0.4,9.1,1,0,1,1,5.932914,120.4948,120.2024,89.39748,4.678483,80.9258,90,97.31929,0.6,0.635036,79.29629,1,275.7143,184.6667,700,205.7143,833.3333,480,2.860376,1.707469,11.55577,0.127637,0.565685,0.294628,Fe2CoO4,Fe2Co,CoFe2O4-CoFe2
0.061728,12,922,10,111.4,650,29,76.254,0.6,2.9,1,1.2,1,1,5.932914,120.4948,120.2024,89.39748,4.595866,77.90107,90,93.86646,0.6,0.565702,82.23531,1,275.7143,184.6667,700,205.7143,833.3333,480,2.860376,1.707469,11.55577,0.127637,0.565685,0.294628,Fe2CoO4,Fe2Co,CoFe2O4-CoFe2
0.079365,12,922,10,141.3,540,30,73.298,0,53.3,1,1.2,1,1,5.932914,120.4948,120.2024,89.39748,1.548393,54,54,67.73291,0.6,0.573864,146.9973,1,275.7143,184.6667,700,205.7143,833.3333,480,2.860376,1.707469,11.55577,0.127637,0.565685,0.294628,Fe2CoO4,Fe2Co,CoFe2O4-CoFe2
0.381437,70,830,10,31.563,17500,24.911,462,0,1,1,6.6,0.842785,1.055308,5.388094,122.2099,142.6878,47.91918,5.932914,120.4948,120.2024,89.39748,0.333333,0.791602,52.46157,0.628658,243,275.7143,520,94,700,205.7143,3.403618,2.686808,19.49359,2.860376,1.707469,11.55577,FeBiO3,Fe2CoO4,BiFeO3-CoFe2O4
0.381437,70,830,10,31.5,18797,24.6,646,0,0,0,0,0.842785,1.055308,5.388094,122.2099,142.6878,47.91918,5.932914,120.4948,120.2024,89.39748,0.333333,0.704482,52.46157,0.628658,243,275.7143,520,94,700,205.7143,3.403618,2.686808,19.49359,2.860376,1.707469,11.55577,FeBiO3,Fe2CoO4,BiFeO3-CoFe2O4
0.3,50,1043,15,37.926,2517.667,41.6033,1003.173,0,1.7205,1,0.01,1,1,2.459352,109.4691,109.4671,109.4596,3.788512,90,90,90,0.5,0.578059,137.653,1.000148,183,279.6,800,470,680,188,0,0,0,2.820943,1.440876,12.24745,Fe,Fe2O3,Fe-Fe2O3
0.3,50,1043,30,22.15,1408.45,5.8334,106,1,0.0714,1,0.01,1,1,2.459352,109.4691,109.4671,109.4596,3.788512,90,90,90,0.5,0.578059,137.653,1.000148,183,279.6,800,470,680,188,0,0,0,2.820943,1.440876,12.24745,Fe,Fe2O3,Fe-Fe2O3
0.096774,20,720,2,1.19,6.5,0.0056,15.5,0,0.000545,0.4,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.096774,20,720,25,1.16,5,0.0048,12,0,0.000545,0.6,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.096774,20,720,50,1.09,14,0.0135,11,0,0.000489,0.6,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.096774,20,720,100,3.32,35,0.0104,11,0,0.002645,0.8,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.096774,20,720,200,3.64,36,0.0075,7,0,0.003191,1,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.096774,20,720,300,32.1746,12,0.0059,2,1,1.09E-05,0.8,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,2,0.31,8.5,0.0034,7.5,1,1.632464,0.4,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,25,0.13,21,0.0069,3,1,1.632464,0.4,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,50,0.35,17,0.0076,7,1,1.632464,0.4,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,100,0.14,21,0.0043,5,1,1.632247,0.6,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,200,0.25,18,0.0078,5,0,0.002144,0.8,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
0.055556,20,720,300,0.097,22.5,0.0085,4.5,0,0.001982,1,0.01,1,1,2.924839,90,90,120,2.924839,90,90,120,0.5,0.990385,184.6255,1.176906,267.5,267.5,800,257.5,800,257.5,2.859813,2.5,10,2.859813,2.5,10,NiO,NiO,NiO-NiO
1.034483,50,540,5,75,221.5,0.394,7.2,0,0.155,1,5,0.805996,1,3.788512,90,90,90,5.142692,74.87634,90,90,0.416667,0.795789,52.96172,1,279.6,275,680,188,685.7143,201.4286,2.820943,1.440876,12.24745,2.897249,1.443376,11.54701,Fe2O3,Fe3O4,Fe2O3-Fe3O4
0.789474,50,770,5,76,294.7,0.9395,20.4,0,0.1205,1,5,0.805996,1,3.788512,90,90,90,5.142692,74.87634,90,90,0.416667,0.810526,75.51949,1,279.6,275,680,188,685.7143,201.4286,2.820943,1.440876,12.24745,2.897249,1.443376,11.54701,Fe2O3,Fe3O4,Fe2O3-Fe3O4
