link,id,space_group_core,space_group_shell,core,shell,h_range_max_koe,chemical formula,Tb,TN,Tc,c1,c2,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t
10.1007/s10854-023-11860-2,426,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,5,3.75,4158.5,0.675,10414,0,1.661,1,3
10.1007/s10854-023-11860-2,427,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,5,4.75,6621.96,1.05,8514.586,0,1.393,1,4
10.1007/s10854-023-11860-2,428,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,5,6.5,8823.154,1484.5,6372.383,0,1.484,1,5
10.1007/s10854-023-11860-2,429,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,5,7.37,9980.32,1.7485,5325.26,0,0.9685,1,6
10.1063/9.0000845,430,229,62,Fe1,Fe3C1,15,Fe-Fe3C,365,,1043,Fe,Fe3C,45,45,45,1,10,17.4,2500,8.6,0,1,0,1,2
10.1063/9.0000845,431,229,62,Fe1,Fe3C1,15,Fe-Fe3C,365,,1043,Fe,Fe3C,50,50,50,1,10,20.3,2600,10.1,0,1,0,1,2
10.1063/9.0000845,432,229,62,Fe1,Fe3C1,15,Fe-Fe3C,365,,1043,Fe,Fe3C,60,60,60,1,10,15.4,2650,7.6,0,1,0,1,2
10.1063/9.0000845,433,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,30,30,30,1,10,17.9,950,4.9,0,1,0,1,2
10.1063/9.0000845,434,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,35,35,35,1,10,22.1,920,6.3,0,1,0,1,2
10.1063/9.0000845,435,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,40,40,40,1,10,19.8,1250,6.6,0,1,0,1,2
10.1063/9.0000845,436,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,45,45,45,1,10,8.9,1273,2.7,0,1,0,1,2
10.1063/9.0000845,437,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,50,50,50,1,10,1.3,1000,0.4,0,1,0,1,2
10.1063/9.0000845,438,229,62,Fe1,Fe3O4,15,Fe-Fe3O4,140,856,860,Fe,Fe3O4,55,55,55,1,10,2.4,500,0.6,0,1,0,1,2
doi.org/10.1007/s10909-021-02568-w,439,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,300,18.5,582,8,0,1,0,1,0
doi.org/10.1007/s10909-021-02568-w,440,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,300,27.4,775,11.2,0,1,0,1,0
doi.org/10.1007/s10909-021-02568-w,441,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,300,32.2,821,4.2,0,1,0,1,0
doi.org/10.1007/s10909-021-02568-w,442,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,300,42.7,958,8.5,0,1,0,1,0
doi.org/10.1007/s10909-021-02568-w,443,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,300,38.1,592,16.8,0,1,0,1,0
doi.org/10.1007/s10909-021-02568-w,444,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,5,17.7,4263,11,104,0,0,1,5
doi.org/10.1007/s10909-021-02568-w,445,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,5,30,6315,22.4,183,0,0,1,5
doi.org/10.1007/s10909-021-02568-w,446,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,5,34.5,12334,22.5,612,0,0,1,5
doi.org/10.1007/s10909-021-02568-w,447,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,5,47.2,12653,32.7,758,0,0,1,5
doi.org/10.1007/s10909-021-02568-w,448,227,225,Co1Fe2O4,Ni1O1,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,800,110,0,6,5,41,7820,33.5,584,0,0,1,5
10.1039/D2TC03144B,449,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,,68,858,Fe3O4,MgO,24,24,24,3,5,38.4,5491,12.549,50,0,0,1,5
10.1039/D2TC03144B,450,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,25,30.17,5033.95,15.932,101.55,0,0,1,0
10.1039/D2TC03144B,451,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,50,30.5,3534,14.9,127.295,0,0,1,0
10.1039/D2TC03144B,452,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,75,30.5,2746.15,13.9,101.65,0,0,1,0
10.1039/D2TC03144B,453,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,100,30,2161.55,12.288,76.25,0,0,1,0
10.1039/D2TC03144B,454,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,125,30.25,1525.8,11.61,101,0,0,1,0
10.1039/D2TC03144B,455,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,150,30.339,941.295,10.763,76.9,0,0,1,0
10.1039/D2TC03144B,456,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,200,29.32,457.615,9.326,50.845,0,0,1,0
10.1039/D2TC03144B,457,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,250,27.967,,6.5,25.559,0,0,1,0
10.1039/D2TC03144B,458,227,225,Fe3O4,Mg1O1,20,Fe3O4-MgO,60,,858,Fe3O4,MgO,24,24,24,3,300,26.187,,6,0.199,0,0,1,0
10.1039/D2TC03144B,459,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,5,32.9,6785.7825,22.82,2755.17,0,0,1,5
10.1039/D2TC03144B,460,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,25,30.85,5255.674,20.17,918.639,0,0,1,1
10.1039/D2TC03144B,461,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,50,31.538,3724.686,16.4,407.967,0,0,1,1
10.1039/D2TC03144B,462,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,75,30.427,2882.653,15.213,178.571,0,0,1,5
10.1039/D2TC03144B,463,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,100,30.34,2168.6,13.675,25.2,0,0,1,1
10.1039/D2TC03144B,464,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,125,30.3,1505.05,12.393,76.55,0,0,1,1
10.1039/D2TC03144B,465,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,150,30.17,944.54,11.368,25.46,0,0,1,5
10.1039/D2TC03144B,466,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,200,29.144,433.5,7.752,76.5,0,0,1,5
10.1039/D2TC03144B,467,227,225,Fe3O4,Co1Fe2O4,20,Fe3O4-CoFe2O4,85,,800,Fe3O4,CoFe2O4,29,29,29,3,250,27.606,,9.061,25.559,0,0,1,1
10.21203/rs.3.rs-3848974/v1,468,213,0,Fe2O3,0,50,Fe2O3,208,945,1003,Fe2O3,0,6.8,6.8,6.8,1,5,,11898.92,26.621,1253.696,0,0,1,5
10.21203/rs.3.rs-3848974/v1,469,194,213,Co1,Fe2O3,50,Co-Fe2O3,200,955,986.5,Co,Fe2O3,6.8,6.8,6.8,1,5,,8798.29,26.621,147.824,0,0,1,5
10.21203/rs.3.rs-3848974/v1,470,194,213,Co1,Fe2O3,50,Co-Fe2O3,200,955,986.5,Co,Fe2O3,6.8,6.8,6.8,1,5,,1634.436,25.577,223.87,0,0,1,5
10.21203/rs.3.rs-3848974/v1,471,194,213,Co1,Fe2O3,50,Co-Fe2O3,200,955,986.5,Co,Fe2O3,6.8,6.8,6.8,1,5,,873.4,22.55,13.282,0,0,1,5
10.1039/C9NR02323B,472,227,227,Fe3O4,Co1Fe2O4,75,Fe3O4-CoFe2O4,159,,800,Fe3O4,CoFe2O4,7.2,7.2,7.2,1,5,67,26100,,90,0,0,1,7
10.1039/C9NR02323B,473,227,227,Fe3O4,Co1Fe2O4,75,Fe3O4-CoFe2O4,284,,800,Fe3O4,CoFe2O4,13.3,13.3,13.3,1,5,63,21700,,50,0,0,1,7
10.1039/C9NR02323B,474,227,225,Fe3O4,Co1O1,75,Fe3O4-CoO,220,293,858,Fe3O4,CoO,10.9,10.9,10.9,1,5,46,15300,,2000,0,0,1,7
10.1039/d1na00312g,475,227,0,Co1Fe2O4,0,50,CoFe2O4,398,890,793,CoFe2O4,0,6.91,6.91,6.91,1,5,98.5,13200,46.295,833,0,0,1,4.8
10.1039/d1na00312g,476,227,227,Co1Fe2O4,Ni1Fe2O4,50,CoFe2O4-NiFe2O4,174,856,825,CoFe2O4,NiFe2O4,11,11,11,1,5,83.3,8310,50.8,961.2,0,0,1,3.8
10.1039/d1na00312g,477,227,0,Ni1Fe2O4,0,50,NiFe2O4,315,858,594,NiFe2O4,0,84.2,84.2,84.2,1,5,75.3,251,15.813,280.8268,0,0,1,2.114
10.1039/d1na00312g,478,227,227,Ni1Fe2O4,Co1Fe2O4,50,NiFe2O4-CoFe2O4,173,856,825,NiFe2O4,CoFe2O4,12,12,12,1,5,86.3,3010,38.835,830,0,0,1,5.6
10.1140/epjb/e2020-100615-7,479,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,4,4,4,1,5,6.7,3230,2.18,1020,0,0.845,1,5
10.1140/epjb/e2020-100615-7,480,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,5,5,5,1,5,7.2,3100,2.045,1030,0,0.676,1,5
10.1140/epjb/e2020-100615-7,481,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,6,6,6,1,5,7.5,3370,2.45,1110,0,0.591,1,5
10.1140/epjb/e2020-100615-7,482,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,6,6,6,1,5,8.3,3100,3.06,1110,0,0.92957,1,5
10.1140/epjb/e2020-100615-7,483,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,4,4,4,1,300,4.3,546,0.77,0,1,0,1,0
10.1140/epjb/e2020-100615-7,484,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,5,5,5,1,300,4.5,559,0.648,0,1,0,1,0
10.1140/epjb/e2020-100615-7,485,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,6,6,6,1,300,4.7,556,0.703,0,1,0,1,0
10.1140/epjb/e2020-100615-7,486,227,161,Mn1Fe2O4,Fe2O3,50,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,6,6,6,1,300,5,533,0.77,0,1,0,1,0
10.1039/d1nr04520b,487,227,0,Fe3O4,0,20,Fe3O4,118,858,858,Fe3O4,0,18,18,18,1,5,80.88,400,19.35,769,0,0,1,5
10.1039/d1nr04520b,488,15,227,Fe5C2,Fe3O4,20,Fe5C2-Fe3O4,,,858,Fe5C2,Fe3O4,15,15,15,1,5,109,1700,100,280,0,0,1,5
10.1039/d1nr04520b,489,15,0,Fe5C2,0,20,Fe5C2,,,520,Fe5C2,0,12,12,12,1,5,122.8,1400,100,147,0,0,1,5
10.1039/d1nr04520b,490,227,0,Fe3O4,0,20,Fe3O4,118,858,858,Fe3O4,0,18,18,18,1,300,73.3,,6,0,1,0,1,0
10.1039/d1nr04520b,491,15,227,Fe5C2,Fe3O4,20,Fe5C2-Fe3O4,,,858,Fe5C2,Fe3O4,15,15,15,1,300,75,650,81.81,0,1,0,1,0
10.1039/d1nr04520b,492,15,0,Fe5C2,0,20,Fe5C2,,,520,Fe5C2,0,12,12,12,1,300,108,850,60.6,0,1,0,1,0
10.1039/D3MH00908D,493,221,0,Fe1Ni3,0,30,FeNi3,117,,970,FeNi3,0,14.5,14.5,14.5,1,5,94,414,,1115.58,0,0,1,3
10.1039/D3MH00908D,494,221,229,Fe1Ni3,Mo1,30,FeNi3-Mo,,,630,FeNi3,Mo,21.72,21.72,21.72,1,5,57,174,,188.886,0,0,1,3
10.1039/D3MH00908D,495,182,0,Fe2.2C1,0,30,Fe2.2C,400,,723,Fe2.2C,0,14.8,14.8,14.8,3,5,183,742,,300.678,0,0,1,3
10.1039/D3MH00908D,496,58,229,Fe2.2C1,Mo1,30,Fe2.2C-Mo,,,240,Fe2.2C,Mo,19.06,19.06,19.06,1,300,162,423,,110.78,0,0,1,0
10.1039/D3MH00908D,497,182,0,Fe2.2C1,0,30,Fe2.2C,400,,723,Fe2.2C,0,15.32,15.32,15.32,3,5,108,605,,305.046,0,0,1,3
10.1039/D3MH00908D,498,58,229,Fe2.2C1,Mo1,30,Fe2.2C-Mo,,,240,Fe2.2C,Mo,14.54,14.54,14.54,1,300,97,247,,101.809,0,0,1,0
10.1016/j.scriptamat.2023.115400,499,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,10,122.7,7160.19,98,1756.75,0,11.029,1,5
10.1016/j.scriptamat.2023.115400,500,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,50,116.78,6483.63,86,803.95,0,4.54,1,5
10.1016/j.scriptamat.2023.115400,501,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,100,109,5296.52,77.67,211.8065,0,0,1,5
10.1016/j.scriptamat.2023.115400,502,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,150,110.79,4068,69.88,126.63,0,0,1,5
10.1016/j.scriptamat.2023.115400,503,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,200,112.49,3262.816,66.47,128.528,0,0,1,5
10.1016/j.scriptamat.2023.115400,504,194,225,Co1,Co1O1,20,Co-CoO,200,293,1388,Co,CoO,12,12,12,1,300,118.45,1991.5,66.96,43.5,0,0,1,5
10.1007/s10904-021-02202-y,505,62,227,La2Fe2O6,Co1Fe2O4,25,La2Fe2O6-CoFe2O4,,250,793,La2Fe2O6,CoFe2O4,17.5,17.5,17.5,1,300,13.501,378,2.0785,0,1,0,1,0
10.1007/s10904-021-02202-y,506,62,227,La2Fe2O6,Co1Fe2O4,25,La2Fe2O6-CoFe2O4,,250,793,La2Fe2O6,CoFe2O4,27.5,27.5,27.5,1,300,11.105,459,1.576,0,1,0,1,0
10.1007/s10904-021-02202-y,507,62,227,La2Fe2O6,Co1Fe2O4,25,La2Fe2O6-CoFe2O4,,250,793,La2Fe2O6,CoFe2O4,31,31,31,1,300,20.365,1560,9.4571,0,1,0,1,0
10.3390/nano13050880,508,225,194,Co1O1,Co1,50,CoO-Co,,291,1388,CoO,Co,50,50,50,1,5,63.415,395.247,52.2,50.685,0,0,1,5
10.3390/nano13050880,509,225,194,Co1,Co1O1,50,Co-CoO,,293,1388,Co,CoO,62,62,62,1,5,21.14,1111.3855,29.26,253.3855,0,0,1,5
10.3390/nano13050880,510,225,194,Co1O1,Co1,50,CoO-Co,,291,1388,CoO,Co,70,70,70,1,5,16.9,952.618,6.725,141.772,0,0.465,1,5
10.3390/nano13050880,511,225,194,Co1,Co1O1,50,Co-CoO,,293,1388,Co,CoO,76,76,76,1,5,15.938,1155.295,5.427,175.635,0,0.386,1,5
10.3390/nano13050880,512,225,194,Co1O1,Co1,50,CoO-Co,,291,1388,CoO,Co,82,82,82,1,5,15,952.612,4.614,148.635,0,0.386,1,5
10.3390/nano13050880,513,225,194,Co1,Co1O1,50,Co-CoO,,293,1388,Co,CoO,88,88,88,1,5,14.96,986.3925,4.39,162.1195,0,0.406,1,5
10.1039/d0cp05902a,514,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,240,321,858,Fe3O4,CoO,,,,1,10,,8895.3,,5753.62,0,0.05192,1,0.2
10.1039/d0cp05902a,515,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,240,321,858,Fe3O4,CoO,,,,1,10,,10174.58,,8310.58,0,0.05192,1,0.5
10.1039/d0cp05902a,516,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,220,321,858,Fe3O4,CoO,,,,1,10,,10814.11,,9418.761,0,0.33052,1,1
10.1039/d0cp05902a,517,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,220,321,858,Fe3O4,CoO,,,,1,10,,11279.07,,9573.644,0,0.33052,1,2
10.1039/d0cp05902a,518,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,230,450,858,Fe3O4,CoO,,,,1,10,,11744.25,,8410.92,0,0.05192,1,5
10.1039/d0cp05902a,519,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,230,450,858,Fe3O4,CoO,,,,1,100,,1956.331,,1369.513,0,0,1,2
10.1039/d0cp05902a,520,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,230,450,858,Fe3O4,CoO,,,,1,200,,499.93,,57.07,0,0,1,2
10.1039/d0cp05902a,521,227,225,Fe3O4,Co1O1,80,Fe3O4-CoO,230,450,858,Fe3O4,CoO,,,,1,300,,182.12,,0,1,0,1,2
10.1016/j.jallcom.2023.173189,522,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.7025,9025,0.057,1375,0,0.008,1,1
10.1016/j.jallcom.2023.173189,523,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,,8025,0.051,1125,0,0,1,2
10.1016/j.jallcom.2023.173189,524,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,,7875,0.049,1125,0,0.002,1,3
10.1016/j.jallcom.2023.173189,525,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.704,7725,0.049,1175,0,0.002,1,4
10.1016/j.jallcom.2023.173189,526,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,,7550,0.047,1000,0,0.004,1,5
10.1016/j.jallcom.2023.173189,527,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.708,7300,0.0485,1050,0,0.006,1,6
10.1016/j.jallcom.2023.173189,528,62,0,La1Fe1O3,0,80,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.71,9215.75,,393.25,0,0.0028,1,6.5
10.1016/j.jallcom.2023.173189,529,62,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.45,849.26,0.016,213,0,0,1,0
10.1016/j.jallcom.2023.173189,530,62,0,La1Fe1O3,0,60,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.62,3188.679,0.042,5653,0,0,1,0
10.1016/j.jallcom.2023.173189,531,62,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.55,2754.78,0.028,518,0,0.067,1,1
10.1016/j.jallcom.2023.173189,532,62,0,La1Fe1O3,0,60,LaFeO3,30,740,730,LaFeO3,0,66,66,66,2,300,0.6,3188.7,0.0445,2920,0,0.0295,1,1
10.1002/admi.202000862,533,229,136,Fe1F2,Fe1,20,FeF2-Fe,,78,1043,FeF2,Fe,4.3,4.3,4.3,1,10,,10778.3,,1580,0,3.5438,1,5
10.1002/admi.202000862,534,229,136,Fe1F2,Fe1,20,FeF2-Fe,,78,1043,FeF2,Fe,4.87,4.87,4.87,1,10,,10707.57,,990,0,1.632,0,70
10.3390/nano14060482,535,123,0,Co1P1,0,20,CoPt,,,1659,CoPt,0,7.1,7.1,7.1,1,300,33.7,1025.62,24.565,153.48,0,0,1,2
10.3390/nano14060482,536,123,0,Co1P1,0,20,CoPt,,,1659,CoPt,0,7.1,7.1,7.1,1,300,36.4,1358.528,20.869,75.873,1,0,1,2
10.3390/nano14060482,537,123,0,Co1P1,0,20,CoPt,,,1659,CoPt,0,7.1,7.1,7.1,1,300,36.8,4255,25,0,1,0,1,2
10.3390/nano14060482,538,225,0,Co1P1,0,20,CoPt,,,1659,CoPt,0,7.1,7.1,7.1,1,300,43.6,9355.89,25,76.89,1,0,1,2
10.3390/nano14060482,539,225,0,Co1P1,0,20,CoPt,,,1659,CoPt,0,7.1,7.1,7.1,1,300,46.8,14021.056,26,487.043,0,0,1,2
10.1016/j.jmmm.2023.171306,540,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,7.45,1875.236,0.767,1662.94,1,0.767,1,5
10.1016/j.jmmm.2023.171306,541,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,,1398.6,0.6705,1220.4,1,0.6705,1,5
10.1016/j.jmmm.2023.171306,542,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,,1260.329,,1116.53,1,0.5171,1,5
10.1016/j.jmmm.2023.171306,543,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,,1229.76,,1029.63,1,0.5171,1,5
10.1016/j.jmmm.2023.171306,544,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,,1229.76,0.5855,1002.68,1,0.5855,1,5
10.1016/j.jmmm.2023.171306,545,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,,1147.63,,960.57,1,0.5171,1,5
10.1016/j.jmmm.2023.171306,546,227,225,Fe3O4,Ni1O1,60,Fe3O4-NiO,54,796,858,Fe3O4,NiO,17,17,17,1,5,7.25,1055.43,0.5625,949.12,1,0.5625,1,5
10.1016/j.jmmm.2020.167619,547,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,40,40,40,1,5,1.3,1895.759,0.17,1895,0,0.18,1,6
10.1016/j.jmmm.2020.167619,548,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,40,40,40,1,10,1.259,1907.9,0.16,1907.9,0,0.16,1,6
10.1016/j.jmmm.2020.167619,549,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,35,35,35,1,50,2.2,1061.3475,0.1335,730,0,0.0895,1,0
10.1016/j.jmmm.2020.167619,550,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,35,35,35,1,300,0.838,312.8775,0.0695,75,0,0.017,1,0
10.1016/j.jmmm.2020.167619,551,62,0,La1Fe1O3,0,60,LaFeO3,30,740,730,LaFeO3,0,23,23,23,1,5,,,,820,0,0.11,1,6
10.1016/j.jmmm.2020.167619,552,225,0,Ni1O1,0,60,NiO,5,56,35,NiO,0,20,20,20,1,5,,,,900,0,0.031,1,6
10.1016/j.jmmm.2020.167619,553,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,40,40,40,1,5,1.5145,1082.76,0.1445,656.76,0,0.054,1,1
10.1016/j.jmmm.2020.167619,554,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,40,40,40,1,5,1.625,1144.92,0.1555,842.644,0,0.1125,1,2
10.1016/j.jmmm.2020.167619,555,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,40,40,40,1,5,1.65,1260,0.155,1030,0,0.124,1,3
10.1016/j.jmmm.2020.167619,556,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,35,35,35,1,5,1.657,1322.5,0.166,1144.5,0,0.152,1,4
10.1016/j.jmmm.2020.167619,557,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,35,35,35,1,5,1.6765,1452.6,0.1655,1452.6,0,0.15,1,5
10.1016/j.jmmm.2020.167619,558,62,225,La1Fe1O3,Ni1O1,60,LaFeO3-NiO,,631.5,,LaFeO3,NiO,35,35,35,1,5,1.27,1976.41,0.17,1976.41,0,0.17,1,6
10.1088/0022-3727/43/24/245002,559,99,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,70,70,70,1,5,,565.2175,0.0065,1195.65,0,0.014,1,0
10.1088/0022-3727/43/24/245002,560,99,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,70,70,70,1,5,,463.95,0.005,222,0,0.002,1,
10.1088/0022-3727/43/24/245002,561,99,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,70,70,70,1,5,,59144,0.5,,,,,
10.1088/0022-3727/43/24/245002,562,99,0,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,70,70,70,1,5,,594.66,0.009,1542.18,0,0.026,1,
10.1088/0022-3727/43/24/245002,563,99,62,La1Fe1O3,0,50,LaFeO3,30,740,730,LaFeO3,0,70,70,70,1,300,,1074.95,0.0185,329.977,0,0.0045,1,0
10.1016/j.jallcom.2023.172066,564,167,227,Bi1Fe1O3,Co1Fe2O4,30,BiFeO3-CoFe2O4,,380,810,BiFeO3,CoFe2O4,,,,,60,0.319,10690,1.388,97,0,0.095,1,
10.1016/j.jallcom.2023.172066,565,167,227,Bi1Fe1O3,Co1Fe2O4,30,BiFeO3-CoFe2O4,,370,830,BiFeO3,CoFe2O4,,,,,60,0.379,21897,2.793,287,0,0.034,1,
10.1103/PhysRevB.74.054430,566,221,227,Fe2O3,Fe3O4,10,Fe2O3-Fe3O4,160,955,820,Fe2O3,Fe3O4,13,13,13,1,10,86,479,43,105,0,0,0,
10.1103/PhysRevB.74.054430,567,221,227,Fe2O3,Fe3O4,10,Fe2O3-Fe3O4,80,955,770,Fe2O3,Fe3O4,8,8,8,1,10,55,210,,50,0,0,0,
