,space_group_shell,coer_oe,exc_bias_oe,fc_field_t,h_range_max_koe,mr (emu/g),sat_em_g,shape,space_group_core,temperature_k,ver_shift_emu_g,sphericity,area/volume
0,0.9759484021395547,7.11063000132766,-1132.0,0.6751492257372639,0.48600887799797904,0.032611784690985156,0.4490193694719772,-0.4324717029926405,-0.11053487428025947,-0.7200920490624405,-0.12404662482967482,0.3024311798165188,0.8307533196792068
1,0.9759484021395547,1.5608845877974031,-406.0,0.6751492257372639,0.48600887799797904,1.480795664183427,1.3321854121548544,-0.4324717029926405,0.5530050940969494,-0.7200920490624405,-0.12404662482967482,0.3024311798165188,0.9399676398036979
2,-1.1350012184335831,-0.5966344391666194,51.34000000000003,-0.5848109010364404,-1.0239380811875645,-0.6429085297768999,-0.9720903159076811,-0.4324717029926405,0.5870327847829602,1.7015915294550445,-0.12404662482967482,0.3024311798165188,-0.24854113802165198
3,-1.1350012184335831,-0.5784867716643756,108.17999999999996,-0.5848109010364404,-1.0239380811875645,-0.6422211896673337,-0.9681002280668802,-0.4324717029926405,0.5870327847829602,1.7015915294550445,-0.12404662482967482,0.3024311798165198,0.20525312260257272
4,-1.1350012184335831,-0.5923972085433891,8.919999999999959,-0.5848109010364404,-1.0239380811875645,-0.6261177928146371,-0.5770716196683894,-0.4324717029926405,0.5870327847829602,1.7015915294550445,-0.12404662482967482,0.3024311798165168,0.09810725551074201
5,-1.1350012184335831,-0.5904381484124128,14.379999999999995,-0.5848109010364404,-1.0239380811875645,-0.611153416714936,-0.5029699883392292,-0.4324717029926405,0.5870327847829602,1.7015915294550445,-0.12404662482967482,0.3024311798165168,-0.29476092382597097
6,-1.1350012184335831,-0.5731728904309202,2.830000000000041,-0.5848109010364404,-1.0239380811875645,-0.18798756868821972,1.2848743706139294,-0.4324717029926405,0.5870327847829602,1.7015915294550445,-0.12404662482967482,0.3024311798165168,-0.4070089750650321
7,-1.1350012184335831,-0.3732016888178913,0.0,-0.5848109010364404,0.8634956177943649,-0.6072061206571409,-0.9996361723229246,-0.4324717029926405,-2.2202516968129236,-0.7200920490624405,-0.12722505987265795,0.3024311798165168,-0.5566730433837798
8,-1.1350012184335831,-0.35544250349459444,-255.0,-0.45881488835907003,0.8634956177943649,-0.6072061206571409,-0.9987982538763566,-0.4324717029926405,-2.2202516968129236,-0.7200920490624405,-0.13289389225520204,0.3024311798165168,-0.5566730433837798
9,-1.1350012184335831,-0.35100270716377024,-296.0,-0.3328188756816996,0.8634956177943649,-0.6072061206571409,-0.9987982538763566,-0.4324717029926405,-2.2202516968129236,-0.7200920490624405,-0.12081583909186609,0.3024311798165168,-0.5566730433837798
