,volume,area,c1,c2,c3,chemical_formula,crystal_structure,z,id,space_group_shell,formula_combined,coer_oe,exc_bias_oe,fc_field_t,h_range_max_koe,y,mr (emu/g),sat_em_g,shape,space_group_core,temperature_k,ver_shift_emu_g,x,mass_ratio,sphericity,max/min,exc_dir,ver_s_dir
85,8992.02226068,2091.1679676,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",22,12.9,86,213,Ti1 Fe2 O5,53.0,2.419999999999959,2.0,60.0,12.9,3.375,50.6,1.0,136.0,100.0,0.6600000000000001,12.9,22,1.0000002815547802,1,1,0
86,8992.02226068,2091.1679676,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",22,12.9,87,213,Ti1 Fe2 O5,20.11499999999978,1.3550000000000182,0.0,40.0,12.9,1.4420000000000002,52.5,1.0,136.0,300.0,0.0,12.9,22,1.0000002815547802,1,1,1
87,8992.02226068,2091.1679676,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",22,12.9,88,213,Ti1 Fe2 O5,19.88000000000011,0.6585000000000036,1.0,40.0,12.9,1.4380000000000024,46.11,1.0,136.0,300.0,0.139,12.9,22,1.0000002815547802,1,0,0
88,8992.02226068,2091.1679676,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",22,12.9,89,213,Ti1 Fe2 O5,20.81399999999985,0.6589999999999918,2.0,60.0,12.9,1.5775000000000023,45.78,1.0,136.0,300.0,0.0695000000000001,12.9,22,1.0000002815547802,1,0,0
89,14137.154999999999,2827.431,Fe3 O4,,,['Fe3O4'],1,15.0,90,0,Fe3 O4,624.0999999999999,15.0,3.0,20.0,15.0,33.04,57.0,1.0,227.0,5.0,3.8,15.0,62,1.00000028155478,1,0,1
90,19861.68489984,3546.7294464,Fe13 Co2 O20,,,['Co0.4Fe2.6O4'],1,16.8,91,0,Fe13 Co2 O20,8336.0,52.0,3.0,20.0,16.800000000000004,43.5,55.0,1.0,227.0,5.0,2.15,16.8,55,1.0000002815547797,1,0,1
91,26954.239014720002,4347.4579056,Fe23 Co7 O40,,,['Co0.7Fe2.3O4'],1,18.6,92,0,Fe23 Co7 O40,10760.0,70.0,3.0,20.0,18.6,36.47,51.0,1.0,227.0,5.0,0.0,18.6,50,1.00000028155478,1,0,1
92,33510.29333333333,5026.544,Fe2 Co1 O4,,,['CoFe2O4'],1,20.0,93,0,Fe2 Co1 O4,14563.0,20.0,3.0,20.0,20.0,32.22,45.0,1.0,227.0,5.0,2.48,20.0,39,1.0000002815547797,1,0,1
93,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,94,0,Fe1 Bi1 O3,1219.58,1219.58,6.5,50.0,18.0,0.0485000000000006,1.2590000000000003,1.0,161.0,10.0,0.0484999999999999,17.999999999999996,20,1.0000002815547797,1,0,1
94,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,95,0,Fe1 Bi1 O3,429.82000000000016,1182.0,6.5,50.0,18.0,0.0105000000000003,0.8455000000000013,1.0,161.0,130.0,0.0309999999999999,17.999999999999996,20,1.0000002815547797,1,0,1
95,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,96,0,Fe1 Bi1 O3,1500.0,342.15,6.5,50.0,18.0,0.0249999999999985,0.6460000000000008,1.0,161.0,300.0,0.006,17.999999999999996,20,1.0000002815547797,1,1,1
96,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,97,0,Fe1 Bi1 O3,1361.93,0.0,0.0,50.0,18.0,0.0569999999999986,1.240000000000002,1.0,161.0,10.0,0.0,17.999999999999996,20,1.0000002815547797,1,1,1
97,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,98,0,Fe1 Bi1 O3,901.8200000000002,0.0,0.0,50.0,18.0,0.0249999999999985,0.8400000000000034,1.0,161.0,130.0,0.0,17.999999999999996,20,1.0000002815547797,1,1,1
98,24429.003839999983,4071.5006399999984,Fe1 Bi1 O3,,,['BiFeO3'],24,18.0,99,0,Fe1 Bi1 O3,2309.79,0.0,0.0,50.0,18.0,0.0390000000000014,0.671999999999997,1.0,161.0,300.0,0.0,17.999999999999996,20,1.0000002815547797,1,1,1
99,91125.0,12150.0,Fe7 Co3,,,['Fe0.7Co0.3'],3,45.0,100,0,Fe7 Co3,3999.6,0.1000000000000227,1.4,30.0,45.0,34.3,63.0,3.0,229.0,10.0,0.0,45.0,58,0.8059959770082344,1,0,1
100,110592.0,13824.0,Fe7 Co3,,,['Fe0.7Co0.3'],3,48.0,101,0,Fe7 Co3,1299.65,399.9500000000001,1.4,30.0,48.0,28.0,59.95,3.0,229.0,150.0,0.0,48.0,58,0.8059959770082344,1,1,1
101,132651.0,15606.0,Fe7 Co3,,,['Fe0.7Co0.3'],3,51.0,102,0,Fe7 Co3,849.7,49.89999999999998,1.2000000000000002,30.0,51.0,22.25,55.4,3.0,229.0,300.0,0.0,51.0,58,0.8059959770082346,1,1,1
102,91125.0,12150.0,Fe1 Co1,,,['Fe0.5Co0.5'],3,45.0,103,0,Fe1 Co1,2899.7,0.0,2.0,30.0,45.0,39.33,97.3,3.0,229.0,10.0,0.6560000000000001,45.0,43,0.8059959770082344,1,1,1
103,110592.0,13824.0,Fe1 Co1,,,['Fe0.5Co0.5'],3,48.0,104,0,Fe1 Co1,1499.0,0.0,2.2,30.0,48.0,32.0,97.45000000000002,3.0,229.0,150.0,1.7440000000000002,48.0,43,0.8059959770082344,1,1,1
104,132651.0,15606.0,Fe1 Co1,,,['Fe0.5Co0.5'],3,51.0,105,0,Fe1 Co1,799.6500000000001,0.0499999999999545,2.0,30.0,51.0,21.0,90.95,3.0,229.0,300.0,0.4300000000000001,51.0,43,0.8059959770082346,1,1,1
105,91125.0,12150.0,Fe3 Co7,,,['Fe0.3Co0.7'],3,45.0,106,0,Fe3 Co7,3999.65,0.0499999999999545,1.4,30.0,45.0,21.6,18.3,3.0,229.0,10.0,0.0,45.0,28,0.8059959770082344,1,1,1
106,110592.0,13824.0,Fe3 Co7,,,['Fe0.3Co0.7'],3,48.0,107,0,Fe3 Co7,2299.75,99.95000000000005,1.4,30.0,48.0,18.0,13.0,3.0,229.0,150.0,0.0,48.0,28,0.8059959770082344,1,1,1
107,132651.0,15606.0,Fe3 Co7,,,['Fe0.3Co0.7'],3,51.0,108,0,Fe3 Co7,1099.75,0.0499999999999545,1.2000000000000002,30.0,51.0,11.7,10.85,3.0,229.0,300.0,0.0,51.0,28,0.8059959770082346,1,0,1
108,8000.0,2400.0,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,20.0,109,227,Fe4 O5,1804.3,1804.0,7.0,60.0,20.0,7.734999999999999,24.75,3.0,225.0,5.0,7.734999999999999,20.0,65,0.8059959770082348,1,0,1
109,17157.270186666665,3216.98816,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,16.0,110,227,Fe4 O5,1620.97,781.28,7.0,60.0,16.0,10.5,25.45,1.0,225.0,5.0,3.74,16.0,65,1.00000028155478,1,0,1
110,14731.39127471974,1767.766952966369,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,25.0,111,227,Fe4 O5,2044.82,1022.0,7.0,60.0,25.0,7.1,19.21,7.0,225.0,5.0,3.717,25.0,65,1.6439488100495974,1,0,1
111,7317.333333333333,3528.0,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,14.0,112,227,Fe4 O5,681.8299999999999,471.0,0.1,52.5,14.0,10.0,20.0,2.0,225.0,20.000000000000007,0.0,14.0,65,0.5166432673376116,1,0,1
112,32768.0,6144.0,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,32.0,113,227,Fe4 O5,2762.0,2762.0,1.0,20.0,32.0,6.795,54.36,3.0,225.0,2.0,3.125,32.0,65,0.8059959770082344,1,0,1
113,42875.0,7350.0,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,35.0,114,227,Fe4 O5,2396.15,2250.0,1.0,20.0,35.0,9.495,31.729,3.0,225.0,2.0,2.0,35.0,65,0.8059959770082344,1,0,1
114,5052.867207228871,2121.7622392718745,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",7,35.0,115,227,Fe4 O5,959.2,583.0,1.0,20.0,35.0,13.638,44.14,5.0,225.0,2.0,7.933999999999999,35.0,65,0.6711392913128503,1,0,1
115,11008.432952639987,2393.1375983999983,Fe1,Fe3 O4,,"['Fe', 'Fe3O4']",10,13.8,116,62,Fe4 O4,1897.0,1190.0,1.0,10.0,13.800000000000004,28.9,31.0,1.0,229.0,5.0,0.0,13.799999999999995,68,1.00000028155478,1,0,1
116,17157.270186666665,3216.98816,Fe3 O4,,,['Fe3O4'],3,16.0,117,0,Fe3 O4,862.0,133.0,1.0,10.0,16.0,76.8,84.0,1.0,62.0,5.0,0.4476000000000002,16.0,62,1.00000028155478,1,0,1
117,14137.154999999999,2827.431,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,15.0,118,212,Fe3 O3,1361.79,20.0,5.0,60.0,15.0,8.315700000000001,15.122500000000002,1.0,229.0,30.0,0.3699000000000001,15.0,68,1.00000028155478,1,0,1
118,4188.786666666666,1256.636,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,10.0,119,212,Fe3 O3,2544.74,1071.526,5.0,60.0,10.0,1.971599999999999,15.246499999999996,1.0,229.0,15.0,0.514774,10.0,68,1.0000002815547797,1,0,1
119,2144.658773333333,804.24704,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,8.0,120,212,Fe3 O3,2545.0,2188.0,5.0,60.0,8.0,1.971599999999999,15.246499999999996,1.0,229.0,10.0,0.626774,8.0,68,1.00000028155478,1,0,1
120,14137.154999999999,2827.431,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,15.0,121,212,Fe3 O3,5159.4368,1600.0,1.0,60.0,15.0,27.19526,53.7118,1.0,229.0,5.0,0.0,15.0,68,1.00000028155478,1,0,1
121,4188.786666666666,1256.636,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,10.0,122,212,Fe3 O3,2124.4,3500.0,1.0,60.0,10.0,13.376,32.5288,1.0,229.0,5.0,0.000912,10.0,68,1.0000002815547797,1,0,1
122,15551.999999999989,5831.999999999998,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",5,18.0,123,227,Fe4 O5,1538.46,1000.0,0.0,50.0,18.0,16.23,38.9,2.0,225.0,300.0,0.0,17.999999999999996,65,0.5166432673376116,1,0,1
123,6043.987714973326,1604.5985083999988,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,11.3,124,212,Fe3 O3,10873.37,22459.0,7.0,10.0,11.300000000000004,0.9845000000000006,0.9889999999999972,1.0,229.0,5.0,2.046,11.299999999999995,68,1.00000028155478,1,0,1
124,6043.987714973326,1604.5985083999988,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,11.3,125,212,Fe3 O3,14972.9325,18003.0,9.0,10.0,11.300000000000004,1.3524999999999991,5.227,1.0,229.0,5.0,1.957,11.299999999999995,68,1.00000028155478,1,0,1
125,24024.111532013325,4026.3874075999993,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,17.9,126,212,Fe3 O3,7232.800000000001,140.00000000000006,2.0,20.0,17.900000000000006,30.2472,48.348,1.0,229.0,5.0,0.926,17.9,68,1.0000002815547797,1,0,1
126,52985.374167773334,6822.151180399999,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",5,23.3,127,212,Fe3 O3,1359.636,964.9,1.36,20.0,23.300000000000004,7.199999999999999,20.862,1.0,229.0,5.0,4.79,23.3,68,1.00000028155478,1,0,1
127,146437.33309743757,13435.439454777441,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],19,,128,0,La2 Mn1 Fe1 O6,933.92,932.0,0.1,15.0,32.69800000000001,0.7800000000000011,7.538,1.0,62.0,15.0,0.01,32.698,52,1.0000002815547795,1,0,0
128,146437.33309743757,13435.439454777441,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],19,,129,0,La2 Mn1 Fe1 O6,206.0,865.6,0.1,15.0,32.69800000000001,0.5365000000000002,5.942,1.0,62.0,50.0,0.0315,32.698,52,1.0000002815547795,1,0,0
129,146437.33309743757,13435.439454777441,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],19,,130,0,La2 Mn1 Fe1 O6,176.32699999999977,122.37400000000002,0.1,15.0,32.69800000000001,0.2220000000000013,20.870000000000005,1.0,62.0,100.0,0.02,32.698,52,1.0000002815547795,1,0,0
130,69227.29793319688,8153.340679946241,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],19,,131,0,La2 Mn1 Fe1 O6,919.3,510.4,0.1,15.0,25.472,4.3255620000000015,11.450636,1.0,62.0,250.0,0.0008750000000001,25.472,52,1.00000028155478,1,0,1
131,268082.3466666666,20106.176,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']",23,40.0,132,227,V1 Fe4 O8,107.0,13.0,2.0,10.0,40.0,55.5196734,64.7492,1.0,1.0,5.0,0.0019999999999997,40.0,16,1.0000002815547797,1,0,0
132,268082.3466666666,20106.176,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']",23,40.0,133,227,V1 Fe4 O8,450.0,78.0,2.0,10.0,40.0,55.5196734,64.7492,1.0,1.0,5.0,0.0062599999999997,40.0,16,1.0000002815547797,1,0,0
133,356817.6034133333,24328.47296,La1 Fe1 O3,,,['LaFeO3'],3,44.0,134,0,La1 Fe1 O3,5250.0,650.0,0.0,20.0,44.0,0.000910000000001,0.0024999999999977,1.0,221.0,300.0,0.0,44.0,51,1.0000002815547797,1,0,1
134,492806.5625466666,30171.83036,La1 Fe1 O3,,,['LaFeO3'],3,49.0,135,0,La1 Fe1 O3,4750.0,254.0,0.0,20.0,49.0,0.0003630000000001,0.0035000000000025,1.0,221.0,300.0,0.0,49.0,51,1.0000002815547795,1,0,1
135,1098065.2919466665,51471.81056,La1 Fe1 O3,,,['LaFeO3'],3,64.0,136,0,La1 Fe1 O3,1750.0,250.0,0.0,20.0,64.0,0.0002269999999988,0.0035000000000025,1.0,221.0,300.0,0.0,64.0,51,1.0000002815547797,1,0,1
136,356817.6034133333,24328.47296,La1 Fe1 O3,,,['LaFeO3'],3,44.0,137,0,La1 Fe1 O3,1000.0,2275.0,8.0,20.0,44.0,49.7217,104.716,1.0,221.0,10.0,34.8796,44.0,51,1.0000002815547797,1,0,1
137,492806.5625466666,30171.83036,La1 Fe1 O3,,,['LaFeO3'],3,49.0,138,0,La1 Fe1 O3,1125.0,2120.0,8.0,20.0,49.0,49.7217,104.716,1.0,221.0,10.0,34.8796,49.0,51,1.0000002815547795,1,0,1
138,1098065.2919466665,51471.81056,La1 Fe1 O3,,,['LaFeO3'],3,64.0,139,0,La1 Fe1 O3,750.0,800.0,8.0,20.0,64.0,21.746,49.988,1.0,221.0,10.0,0.0880000000000003,64.0,51,1.0000002815547797,1,0,1
139,227316.0345666307,18012.364070256,La1 Fe1 O3,,,['LaFeO3'],19,37.86,140,0,La1 Fe1 O3,5275.5,511.81,0.0,10.0,37.86,0.0036999999999984,0.0045000000000001,1.0,62.0,300.0,0.0,37.86,51,1.0000002815547797,1,0,1
140,333037.86150666664,23235.19964,La1 Fe1 O3,,,['LaFeO3'],19,43.0,141,0,La1 Fe1 O3,1063.17,1972.0,0.8,10.0,43.0,0.00225,0.0046999999999997,1.0,62.0,10.0,0.000145,43.0,51,1.0000002815547797,1,0,1
141,7058.771550413333,1779.5222396000001,Au1,Fe3 O4,,"['Au', 'Fe3O4']",7,11.9,142,227,Fe3 Au1 O4,3257.5,1814.6,5.0,60.0,11.9,1.971599999999999,10.698599999999995,1.0,225.0,2.0,0.626774,11.9,35,1.0000002815547797,1,0,1
142,7058.771550413333,1779.5222396000001,Au1,Fe3 O4,,"['Au', 'Fe3O4']",7,11.9,143,227,Fe3 Au1 O4,2751.248,1350.0,5.0,60.0,11.9,1.971599999999999,8.322700000000005,1.0,225.0,2.0,0.4639740000000001,11.9,35,1.0000002815547797,1,0,1
143,4849.044164999999,1385.44119,Au1,Fe3 O4,,"['Au', 'Fe3O4']",7,10.5,144,227,Fe3 Au1 O4,502.31,502.0,5.0,60.0,10.5,12.598720000000004,24.5202,1.0,225.0,100.0,0.77266,10.5,35,1.0000002815547797,1,0,1
144,3942.4525003733274,1206.8732143999987,Fe3 O4,,,['Fe3O4'],3,9.8,145,0,Fe3 O4,181.0,181.0,5.0,60.0,9.800000000000004,2.1541200000000025,29.5176,1.0,227.0,200.0,1.3638,9.799999999999995,62,1.0000002815547802,1,0,1
145,7238.223359999999,1809.55584,Gd1 Ti1 Fe9 Bi9 O30,,,['Bi0.9Gd0.1Fe0.9Ti0.1O3'],14,12.0,146,0,Gd1 Ti1 Fe9 Bi9 O30,6000.0,79.0,6.0,30.0,12.0,0.8000000000000007,2.6000000000000014,1.0,227.0,150.0,0.006,12.0,8,1.0000002815547797,1,0,1
146,2952964.747613333,99538.13756,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,89.0,147,0,Sr11 Nd39 Co50 Cu97 O150,6088.8,149.24,0.2000000000000001,70.0,89.0,1.0,29.4,1.0,62.0,2.0,0.0,89.0,9,1.0000002815547797,1,0,1
147,2952964.747613333,99538.13756,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,89.0,148,0,Sr11 Nd39 Co50 Cu97 O150,8899.6785,30.66999999999996,5.0,70.0,89.0,1.6999999999999993,21.626,1.0,62.0,8.0,0.0,89.0,9,1.0000002815547797,1,0,1
148,3053625.4799999995,101787.516,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,90.0,149,0,Sr11 Nd39 Co50 Cu97 O150,6342.6,402.9,5.0,70.0,90.0,2.536,20.4,1.0,62.0,10.0,0.0,90.0,9,1.0000002815547795,1,0,1
149,2952964.747613333,99538.13756,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,89.0,150,0,Sr11 Nd39 Co50 Cu97 O150,2142.85,1877.782,5.0,70.0,89.0,3.33,13.439999999999998,1.0,62.0,50.0,0.0,89.0,9,1.0000002815547797,1,0,1
150,2952964.747613333,99538.13756,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,89.0,151,0,Sr11 Nd39 Co50 Cu97 O150,2144.5,1877.782,5.0,70.0,89.0,3.7680000000000007,10.1,1.0,62.0,75.0,0.0,89.0,9,1.0000002815547797,1,0,1
151,2952964.747613333,99538.13756,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],19,89.0,152,0,Sr11 Nd39 Co50 Cu97 O150,1458.4,1711.4,5.0,70.0,89.0,3.7680000000000007,8.600000000000001,1.0,62.0,100.0,0.0,89.0,9,1.0000002815547797,1,0,1
152,1282.5311797042145,570.8595755360003,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,6.74,153,225,Fe3 Co1 O5,20800.0,2800.0,10.0,45.0,6.740000000000002,33.9812,66.03999999999999,1.0,227.0,5.0,0.0062000000000002,6.740000000000002,48,1.0000002815547802,1,0,1
153,1282.5311797042145,570.8595755360003,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,6.74,154,225,Fe3 Co1 O5,17600.0,2600.0,10.0,45.0,6.740000000000002,33.9812,58.44,1.0,227.0,5.0,0.0061999999999999,6.740000000000002,48,1.0000002815547802,1,0,1
154,3369.279876839995,1086.864476399999,Fe2 Co1 O4,,,['CoFe2O4'],3,9.3,155,0,Fe2 Co1 O4,9460.0,0.0,0.0,60.0,9.300000000000004,48.0,86.9,1.0,227.0,5.0,0.0,9.299999999999995,39,1.00000028155478,1,1,1
155,7986.4411895466665,1932.2035136000002,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,12.4,156,225,Fe2 Co2 O5,11900.0,0.0,0.0,60.0,12.4,30.0,55.3,1.0,227.0,5.0,0.0,12.4,32,1.0000002815547797,1,1,1
156,3369.279876839995,1086.864476399999,Fe2 Co1 O4,,,['CoFe2O4'],3,9.3,157,0,Fe2 Co1 O4,9470.0,0.0,7.0,60.0,9.300000000000004,48.0,86.9,1.0,227.0,5.0,0.0,9.299999999999995,39,1.00000028155478,1,1,1
157,7986.4411895466665,1932.2035136000002,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,12.4,158,225,Fe2 Co2 O5,13950.0,3650.0,7.0,60.0,12.4,39.1,55.7,1.0,227.0,5.0,0.0,12.4,32,1.0000002815547797,1,0,1
158,8379.148317119998,1995.0353135999999,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",7,12.6,159,225,Fe1 Cu98 O50,14.0,0.0,0.0,80.0,12.599999999999994,0.0002999999999993,0.0249999999999985,1.0,229.0,300.0,0.0,12.6,1,1.00000028155478,1,1,1
159,2065.2351893466653,784.2665275999997,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",7,7.9,160,225,Fe1 Cu96 O25,17.0,0.0,0.0,80.0,7.899999999999999,0.0021999999999984,0.171999999999997,1.0,229.0,300.0,0.0,7.899999999999999,2,1.00000028155478,1,1,1
160,8379.148317119998,1995.0353135999999,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",7,12.6,161,225,Fe1 Cu98 O50,761.0,530.6,3.01,80.0,12.599999999999994,0.0120000000000004,0.1150000000000019,1.0,229.0,10.0,0.0124000000000001,12.6,1,1.00000028155478,1,0,1
161,2065.2351893466653,784.2665275999997,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",7,7.9,162,225,Fe1 Cu96 O25,995.0,906.4,4.6,80.0,7.899999999999999,0.0820000000000007,0.3440000000000012,1.0,229.0,10.0,0.0124000000000001,7.899999999999999,2,1.00000028155478,1,0,1
162,8379.148317119998,1995.0353135999999,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",7,12.6,163,225,Fe1 Cu98 O50,91.0,249.0,1.0000000000000002,80.0,12.599999999999994,0.0385999999999988,25.3078,1.0,229.0,100.0,0.0,12.6,1,1.00000028155478,1,0,1
163,2065.2351893466653,784.2665275999997,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",7,7.9,164,225,Fe1 Cu96 O25,25.0,94.0,0.0,80.0,7.899999999999999,0.1320000000000014,25.3078,1.0,229.0,100.0,0.0,7.899999999999999,2,1.00000028155478,1,0,1
164,8379.148317119998,1995.0353135999999,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",7,12.6,165,225,Fe1 Cu98 O50,247.0,1335.0,5.5,80.0,12.599999999999994,0.0193000000000012,2.251800000000003,1.0,229.0,5.0,0.0573399999999999,12.6,1,1.00000028155478,1,0,1
165,2065.2351893466653,784.2665275999997,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",7,7.9,166,225,Fe1 Cu96 O25,41.0,1318.0,5.5,80.0,7.899999999999999,0.027000000000001,2.4798000000000044,1.0,229.0,5.0,0.0573400000000001,7.899999999999999,2,1.00000028155478,1,0,1
166,4913.0,1734.0,Fe2 O3,,,['Fe2O3'],24,17.0,167,0,Fe2 O3,115.00500000000012,131.00000000000006,0.0,40.0,17.000000000000007,0.0150000000000005,59.641740000000006,3.0,161.0,30.0,0.0002699999999999,17.0,59,0.8059959770082346,1,0,1
167,4913.0,1734.0,Fe2 O3,,,['Fe2O3'],24,17.0,168,0,Fe2 O3,125.23000000000002,165.23000000000002,0.0,40.0,17.000000000000007,0.0019999999999988,59.641740000000006,3.0,161.0,30.0,0.0024699999999999,17.0,59,0.8059959770082346,1,0,1
168,4913.0,1734.0,Fe2 O3,,,['Fe2O3'],24,17.0,169,0,Fe2 O3,250.0,1025.0,2.0,40.0,17.000000000000007,0.0037999999999982,70.36974000000001,3.0,161.0,100.0,0.004428,17.0,59,0.8059959770082346,1,0,1
169,4913.0,1734.0,Fe2 O3,,,['Fe2O3'],24,17.0,170,0,Fe2 O3,579.1500000000001,113.5,2.0,40.0,17.000000000000007,0.0851000000000006,51.242,3.0,161.0,200.0,0.0,17.0,59,0.8059959770082346,1,0,1
170,268.08234666666664,201.06176,Ni1 O1,,,['NiO'],3,4.0,171,0,Ni1 O1,2285.7,900.0,8.0,80.0,4.0,0.3999999999999986,5.800000000000004,1.0,225.0,5.0,0.0106999999999999,4.0,69,1.0000002815547802,1,0,1
171,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,172,0,Ni1 O1,2857.1,2750.0,8.0,80.0,9.000000000000007,0.4130000000000002,3.049999999999997,1.0,225.0,5.0,0.1859999999999999,9.0,69,1.00000028155478,1,0,1
172,33510.29333333333,5026.544,Fe1 Bi1 O3,,,['BiFeO3'],24,20.0,173,0,Fe1 Bi1 O3,239.34000000000012,250.0,2.0,20.0,20.0,0.0790000000000006,1.5745000000000005,1.0,161.0,300.0,0.0789999999999999,20.0,20,1.0000002815547797,1,1,1
173,113097.23999999999,11309.724,Fe1 Bi1 O3,,,['BiFeO3'],24,30.0,174,0,Fe1 Bi1 O3,1135.5,984.37,2.0,20.0,30.0,0.1170000000000008,1.5850000000000009,1.0,161.0,300.0,0.092,30.0,20,1.00000028155478,1,1,1
174,268082.3466666666,20106.176,Fe1 Bi1 O3,,,['BiFeO3'],24,40.0,175,0,Fe1 Bi1 O3,1041.71,677.0,2.0,20.0,40.0,0.1189999999999997,1.1835000000000022,1.0,161.0,300.0,0.0469999999999999,40.0,20,1.0000002815547797,1,0,1
175,26478.841254810537,4296.188413436,Sr3 La17 Fe20 O60,,,['La0.85Sr0.15FeO3'],19,18.49,176,0,Sr3 La17 Fe20 O60,2812.5,812.5,0.06,15.0,18.49,17.71,30.0,1.0,62.0,193.0,0.0059999999999997,18.49,10,1.0000002815547797,1,0,0
176,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,177,227,Co4 O4,569.3430000000001,124.13999999999992,1.0,20.0,27.0,34.375,122.0,1.0,225.0,5.0,12.0,27.0,70,1.0000002815547797,1,0,1
177,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,178,227,Co4 O4,583.3400000000004,123.24,1.0,20.0,27.0,32.07,116.0,1.0,225.0,5.0,6.25,27.0,70,1.0000002815547797,1,0,1
178,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,179,227,Co4 O4,626.8,148.59500000000003,1.0,20.0,27.0,32.9245,105.0,1.0,225.0,5.0,6.030999999999999,27.0,70,1.0000002815547797,1,0,1
179,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,180,227,Co4 O4,738.96,183.82,1.0,20.0,27.0,27.919,90.42,1.0,225.0,5.0,5.930999999999999,27.0,70,1.0000002815547797,1,0,1
180,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,181,227,Co4 O4,724.6379999999999,210.53,1.0,20.0,27.0,15.923,56.9,1.0,225.0,5.0,3.5,27.0,70,1.0000002815547797,1,0,1
181,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,182,227,Co4 O4,631.5799999999999,147.35999999999996,1.0,20.0,27.0,6.5,32.0,1.0,225.0,5.0,0.8,27.0,70,1.0000002815547797,1,0,1
