,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core_pauling_electronegativity,shell_pauling_electronegativity,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function,core_pauling_electronegativity_difference,core_vec_difference,core_work_function_difference,shell_pauling_electronegativity_difference,shell_vec_difference,shell_work_function_difference,Unnamed: 0
448,0.20979,85.0,573.0,5.0,3.811800000000005,2340.0,0.5780600000000007,818.008,0.0,0.0,1.0,1.582,1.0,1.0,3.011828,107.295,89.50258,120.0378,6.055896,59.84436,59.34137,60.17588,0.444444,0.686769,35.18325,1.757954,266.0,271.0,750.0,250.0,671.4286,192.8571,2.932331,2.0,10.0,3.126748,1.311577,11.58685,448
449,0.19685,85.0,573.0,20.0,3.811800000000005,475.0,0.5780600000000007,818.008,0.0,0.0,1.0,1.762,1.0,1.0,3.011828,107.295,89.50258,120.0378,6.055896,59.84436,59.34137,60.17588,0.444444,0.701538,35.18325,1.757954,266.0,271.0,750.0,250.0,671.4286,192.8571,2.932331,2.0,10.0,3.126748,1.311577,11.58685,449
450,0.2,50.0,85.0,7.0,1.5299999999999727,553.7,0.4499999999999993,299.5,0.0,0.25,1.0,5.0,1.0,1.0,2.924839,90.0,90.0,120.0,3.240552,60.0,60.0,60.0,0.2,0.682286,39.34514999999999,1.176906,267.5,292.6667,800.0,257.5,533.3333,161.6667,2.859813,2.5,10.0,2.480511,1.767767,14.14214,450
451,0.0045650000000000135,10.000000000000004,1388.0,77.0,32.879999999999995,1999.2,25.0,1532.8,0.0,0.0,1.0,1.8,1.0,1.2172850000000002,2.48976,60.0,60.0,60.0,3.011828,107.295,89.50258,120.0378,0.666667,0.828179,344.237,1.0,188.0,266.0,900.0,500.0,750.0,250.0,0.0,0.0,0.0,2.932331,2.0,10.0,451
452,0.25,45.0,858.0,5.0,36.71999999999997,22179.809999999998,34.74,85.322,0.0,0.0,1.0,0.004999999999999893,1.0,1.0,3.011828,107.295,89.50258,120.0378,5.142692,74.87634,90.0,90.0,0.444444,-0.05222999999999994,105.1879,1.757954,266.0,275.0,750.0,250.0,685.7143,201.4286,2.932331,2.0,10.0,2.897249,1.443376,11.54701,452
453,0.3,45.0,860.0,5.0,29.180000000000007,15321.4,20.32,1451.3,0.0,0.0,1.0,1.0,1.0,1.0,3.011828,107.295,89.50258,120.0378,6.617077,57.30339,57.30339,45.08058,0.37037,0.580756,46.07136,1.757954,266.0,278.72,750.0,250.0,640.0,150.4,2.932331,2.0,10.0,2.699061,1.5,14.439530000000001,453
454,0.285714,45.0,860.0,5.0,28.19999999999999,11612.5,20.32,1452.54,0.0,0.0,1.0,1.0,1.0,1.0,3.011828,107.295,89.50258,120.0378,7.349815,50.90946,50.90946,23.47672,0.4,0.61512,29.252440000000007,1.757954,266.0,268.0,750.0,250.0,615.3846,144.6154,2.932331,2.0,10.0,2.836199,1.675617,14.74136,454
455,0.25641,45.0,860.0,5.0,26.880000000000052,9355.0,16.72,1291.54,0.0,0.0,1.0,1.0,1.0,1.0,3.011828,107.295,89.50258,120.0378,6.617077,57.30339,57.30339,45.08058,0.413793,0.52921,46.07136,1.757954,266.0,258.0741,750.0,250.0,592.5926,139.2593,2.932331,2.0,10.0,3.012742,1.907587,15.04623,455
456,0.288462,45.0,860.0,5.0,38.690000000000055,7422.33,25.89,470.93,0.0,0.0,1.0,1.0,1.0,1.0,3.011828,107.295,89.50258,120.0378,7.746725,55.60747,55.60747,21.92619,0.444444,0.574394,41.6305,1.757954,266.0,248.8571,750.0,250.0,571.4286,134.2857,2.932331,2.0,10.0,3.217672,2.171241,15.35299,456
457,0.25,70.0,720.0,5.0,26.0,650.0,9.2,250.0,0.0,3.9999999999999996,1.0,2.0,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.560302,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,457
458,0.028570999999999985,10.000000000000004,1043.0,300.0,207.4,88.90000000000009,5.96,2.480000000000018,0.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,458
459,0.05454500000000001,10.000000000000004,1043.0,300.0,192.6,134.57000000000016,11.15,3.6999999999999886,1.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,459
460,0.07058800000000001,10.000000000000004,1043.0,300.0,172.22,219.75,19.62,2.4499999999999886,0.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,460
461,0.109091,10.000000000000004,1043.0,300.0,161.1,325.93499999999995,26.534,4.935000000000002,0.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,461
462,0.12,10.000000000000004,1043.0,300.0,151.84999999999997,325.93499999999995,29.0,7.406999999999982,1.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,462
463,0.315789,10.000000000000004,1043.0,300.0,120.40000000000003,261.73,17.11,4.949999999999989,1.0,0.0,1.0,0.5000000000000002,0.805996,1.0,2.459352,109.4691,109.4671,109.4596,5.512634,96.2034,96.2034,141.6175,0.666667,0.947257,141.9013,1.000148,183.0,263.5,800.0,470.0,700.0,235.0,0.0,0.0,0.0,3.055028,1.428571,10.0,463
464,0.265487,100.0,850.0,4.0,37.0,17000.0,21.0,800.0,0.0,0.0,1.0,3.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,2.941952,60.0,60.0,60.0,0.5,-0.026690000000000047,108.3464,1.0,275.7143,0.0,700.0,205.7143,0.0,0.0,2.860376,1.707469,11.55577,0.0,-2.220446049250313e-16,0.0,464
465,0.263158,100.0,850.0,4.0,20.000000000000057,17000.0,9.1,1500.0,0.0,0.0,1.0,3.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,2.941952,60.0,60.0,60.0,0.5,-0.023890000000000022,108.3464,1.0,275.7143,0.0,700.0,205.7143,0.0,0.0,2.860376,1.707469,11.55577,0.0,-2.220446049250313e-16,0.0,465
466,0.263158,100.0,850.0,4.0,10.0,14000.0,2.3000000000000007,1650.0,0.0,0.0,1.0,3.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,2.941952,60.0,60.0,60.0,0.5,0.237805,108.3464,1.0,275.7143,0.0,700.0,205.7143,0.0,0.0,2.860376,1.707469,11.55577,0.0,-2.220446049250313e-16,0.0,466
467,0.06,40.0,658.0,300.0,26.0,442.0,10.0,1.0,0.0,0.0,1.0,0.0,0.556158,1.9686,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,467
468,0.06,40.0,658.0,300.0,38.00000000000006,476.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,2.175805,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,468
469,0.06,40.0,658.0,300.0,43.0,543.0,8.0,2.0,0.0,0.0,1.0,0.0,0.556158,1.9686,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,469
470,0.06,40.0,658.0,300.0,31.0,363.0,4.0,2.0,0.0,0.0,1.0,0.0,0.556158,1.9686,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,470
471,0.06,40.0,658.0,5.0,29.000000000000057,4076.0,22.0,80.00000000000003,0.0,0.0,1.0,5.0,0.218395,7.999999999999998,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,471
472,0.06,40.0,658.0,5.0,41.0,7649.0,33.0,177.0,0.0,0.0,1.0,5.0,0.218395,7.999999999999998,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,472
473,0.06,40.0,658.0,5.0,46.99999999999994,11890.0,32.0,763.0,0.0,0.0,1.0,5.0,0.218395,7.999999999999998,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,473
474,0.06,40.0,658.0,5.0,35.0,11343.0,22.0,593.0,0.0,0.0,1.0,5.0,0.218395,7.999999999999998,5.932914,120.4948,120.2024,89.39748,2.924839,90.0,90.0,120.0,0.444444,0.619048,84.36361,1.0,275.7143,267.5,700.0,205.7143,800.0,257.5,2.860376,1.707469,11.55577,2.859813,2.5,10.0,474
475,0.6,16.0,573.0,5.0,9.100000000000023,4810.0,2.101000000000001,1100.0,0.0,0.0,1.0,3.8,1.0,1.0,6.055896,59.84436,59.34137,60.17588000000001,3.788512,90.0,90.0,90.0,0.416667,0.822152,45.37401,1.000956,271.0,279.6,671.4286,192.8571,680.0,188.0,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,475
476,0.157895,16.0,573.0,5.0,11.599999999999966,4520.0,4.35,270.0,0.0,0.0,1.0,2.0,1.0,1.0,6.055896,59.84436,59.34137,60.17588000000001,3.788512,90.0,90.0,90.0,0.416667,0.791772,45.37401,1.000956,271.0,279.6,671.4286,192.8571,680.0,188.0,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,476
477,0.142857,16.0,573.0,5.0,13.600000000000023,2170.0,2.130799999999999,181.0,0.0,0.0,1.0,1.801,1.0,1.0,6.055896,59.84436,59.34137,60.17588000000001,3.788512,90.0,90.0,90.0,0.416667,0.799156,45.37401,1.000956,271.0,279.6,671.4286,192.8571,680.0,188.0,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,477
478,0.107143,16.0,573.0,5.0,14.5,1680.0,0.8360800000000008,97.0,0.0,0.0,1.0,2.0,1.0,1.0,6.055896,59.84436,59.34137,60.17588000000001,3.788512,90.0,90.0,90.0,0.416667,0.814135,45.37401,1.000956,271.0,279.6,671.4286,192.8571,680.0,188.0,3.126748,1.311577,11.58685,2.820943,1.440876,12.24745,478
479,0.535714,50.0,1388.0,5.0,24.19999999999999,4112.35,13.54,1594.35,0.0,0.23217599999999994,1.0,1.0,1.0,1.0,2.48976,60.0,60.0,60.0,2.562849,60.0,60.0,60.0,1.0,0.691318,406.1886,1.0,188.0,166.0,900.0,500.0,600.0,450.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,479
480,0.434783,50.0,1388.0,5.0,21.899999999999977,3668.12,11.624,1150.12,0.0,0.0,1.0,1.0,1.0,1.0,2.48976,60.0,60.0,60.0,2.562849,60.0,60.0,60.0,1.0,0.691318,406.1886,1.0,188.0,166.0,900.0,500.0,600.0,450.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,480
481,0.75,46.0,535.0,5.0,15.10000000000008,2585.0,15.6,925.0,0.0,0.0,1.0,0.04999999999999982,1.0,1.0,3.550363,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.8875,206.0281,1.064554,270.2357,0.0,682.1429,192.0,0.0,0.0,2.892039,2.089449,12.17202,0.0,-2.220446049250313e-16,0.0,481
482,0.5,40.0,535.0,5.0,48.19999999999999,827.0,48.2,154.0,0.0,0.0,1.0,0.04999999999999982,1.0,1.0,3.990873,86.97527,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.807637,171.5303,1.15331,270.2357,0.0,682.1429,192.0,0.0,0.0,2.892039,2.089449,12.17202,0.0,-2.220446049250313e-16,0.0,482
483,0.1875,30.0,535.0,5.0,70.09999999999991,362.0,70.88,878.374,0.0,0.0,1.0,0.04999999999999982,1.0,1.0,4.653465,86.97527,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.757146,136.2706,1.635227,270.2357,0.0,682.1429,192.0,0.0,0.0,2.892039,2.089449,12.17202,0.0,-2.220446049250313e-16,0.0,483
484,0.103448,30.0,535.0,5.0,80.30000000000001,207.0,81.14,878.374,0.0,0.0,1.0,0.04999999999999982,1.0,1.0,4.653465,86.97527,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.733114,136.2706,1.635227,270.2357,0.0,682.1429,192.0,0.0,0.0,2.892039,2.089449,12.17202,0.0,-2.220446049250313e-16,0.0,484
485,0.1,80.0,627.0,5.0,0.6480000000000246,874.27,0.00999999999999801,1630.76,0.0,0.020999999999999908,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.957177,90.0,90.0,90.0,0.5,0.918919,79.22314,1.0,191.0,243.0,1000.0,515.0,520.0,94.0,0.0,0.0,0.0,3.403618,2.686808,19.49359,485
486,0.1,80.0,627.0,5.0,0.8460000000000036,326.07500000000005,0.00999999999999801,1212.995,0.0,0.04400000000000004,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.957177,90.0,90.0,90.0,0.5,0.918919,79.22314,1.0,191.0,243.0,1000.0,515.0,520.0,94.0,0.0,0.0,0.0,3.403618,2.686808,19.49359,486
487,0.375,20.0,830.0,50.0,0.367999999999995,2662.31,0.0065000000000008384,648.446,0.0,0.005900000000000016,1.0,2.0,0.516643,1.0,5.154128,109.3259,121.6127,64.75151,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,177.8266,0.79721,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,487
488,0.375,20.0,830.0,100.0,0.33499999999997954,2227.481,0.006000000000000227,261.949,0.0,0.0033799999999997166,1.0,2.0,0.516643,1.0,5.154128,109.3259,121.6127,64.75151,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,177.8266,0.79721,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,488
489,0.375,20.0,830.0,150.0,0.32099999999996953,1590.775,0.006999999999999673,97.39399999999998,0.0,0.0044999999999999485,1.0,2.0,0.516643,1.0,4.581761,96.44198,100.5376,81.58384,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,154.9873,0.969841,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,489
490,0.375,20.0,830.0,175.0,0.26799999999997226,1200.862,0.005000000000000782,24.949000000000012,1.0,0.0005999999999999339,1.0,2.0,0.516643,1.0,5.449919,115.7679,132.1502,56.33534,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,144.5959,0.740874,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,490
491,0.375,20.0,830.0,200.0,0.2300000000000182,1136.268,0.0039999999999995595,30.557000000000016,0.0,0.0035000000000000586,1.0,2.0,0.516643,1.0,4.754763,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,141.1031,1.57071,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,491
492,0.375,20.0,830.0,250.0,0.19299999999998363,524.0,0.0009999999999976694,176.0,1.0,0.0,1.0,2.0,0.516643,1.0,5.449919,115.7679,132.1502,56.33534,0.0,0.0,0.0,0.0,0.09999999999999992,0.318182,144.5959,0.740874,224.7,0.0,440.0,47.0,0.0,0.0,4.154228,3.8246700000000002,29.495759999999997,0.0,-2.220446049250313e-16,0.0,492
493,0.534759,10.000000000000004,838.0,5.0,72.42000000000002,252.10500000000002,17.76,32.99000000000001,0.0,0.96846,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,493
494,0.534759,10.000000000000004,838.0,10.0,72.41000000000003,221.92000000000007,16.79,16.25999999999999,0.0,0.96846,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,494
495,0.534759,10.000000000000004,838.0,50.0,72.06,133.3800000000001,10.02,23.379999999999995,0.0,0.96846,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,495
496,0.534759,10.000000000000004,838.0,100.0,71.56,80.125,5.83,1.1100000000000136,0.0,0.96846,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,496
497,0.534759,10.000000000000004,838.0,150.0,70.51999999999998,37.23999999999978,3.26,3.6000000000000227,0.0,0.969292,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,497
498,0.534759,10.000000000000004,838.0,200.0,68.76999999999998,23.681500000000142,1.6999999999999993,10.663000000000011,1.0,0.0,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,498
499,0.534759,10.000000000000004,838.0,300.0,63.509999999999934,0.599999999999909,0.06099999999999994,0.4800000000000182,0.0,0.0,1.0,1.0,0.805996,1.0,5.142692,74.87634,90.0,90.0,0.0,0.0,0.0,0.0,0.428571,0.862471,136.9812,1.708366,275.0,0.0,685.7143,201.4286,0.0,0.0,2.897249,1.443376,11.54701,0.0,-2.220446049250313e-16,0.0,499
500,0.037500000000000006,20.0,627.0,179.4,26.35300000000001,51.5,1.2699999999999996,0.15300000000002,1.0,0.0,1.0,2.0,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.240552,60.0,60.0,60.0,0.25,0.929726,290.2284,1.0,191.0,292.6667,1000.0,515.0,533.3333,161.6667,0.0,0.0,0.0,2.480511,1.767767,14.14214,500
501,0.037500000000000006,20.0,627.0,7.400000000000006,0.17000000000001592,62.0,0.007400000000000517,28.750999999999976,0.0,0.0,1.0,2.0,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.240552,60.0,60.0,60.0,0.25,0.887119,290.2284,1.0,191.0,292.6667,1000.0,515.0,533.3333,161.6667,0.0,0.0,0.0,2.480511,1.767767,14.14214,501
502,0.037500000000000006,20.0,627.0,7.400000000000006,0.3100000000000023,66.0,0.013999999999999346,21.156000000000006,0.0,0.0,1.0,2.0,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.240552,60.0,60.0,60.0,0.25,0.887119,290.2284,1.0,191.0,292.6667,1000.0,515.0,533.3333,161.6667,0.0,0.0,0.0,2.480511,1.767767,14.14214,502
503,0.037500000000000006,20.0,627.0,7.400000000000006,0.9099999999999682,62.5,0.0389999999999997,8.077999999999975,0.0,0.0,1.0,2.0,1.0,1.0,2.416394,109.4712,109.4712,109.4712,3.240552,60.0,60.0,60.0,0.25,0.887119,290.2284,1.0,191.0,292.6667,1000.0,515.0,533.3333,161.6667,0.0,0.0,0.0,2.480511,1.767767,14.14214,503
504,0.3,40.0,720.0,5.0,4.326000000000022,252.0,0.6240000000000006,131.724,0.0,0.03499999999999992,1.0,0.0,0.805996,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.560302,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,504
505,0.3,31.0,720.0,150.0,3.2649999999999864,377.0,0.6935000000000002,258.139,0.0,0.10450000000000004,1.0,2.0,0.805996,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.560302,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,505
506,0.3,30.0,850.0,5.0,26.706999999999994,1099.138,11.11,312.574,0.0,4.814,1.0,0.004999999999999893,1.0,1.0,5.142692,74.87634,90.0,90.0,3.788512,90.0,90.0,90.0,0.416667,0.8631580000000001,67.30875,1.708366,275.0,279.6,685.7143,201.4286,680.0,188.0,2.897249,1.443376,11.54701,2.820943,1.440876,12.24745,506
507,0.3,30.0,850.0,40.0,31.137999999999977,517.2415000000001,5.750000000000001,327.4137,0.0,1.0,1.0,0.004999999999999893,1.0,1.0,5.142692,74.87634,90.0,90.0,3.788512,90.0,90.0,90.0,0.416667,0.857895,67.30875,1.708366,275.0,279.6,685.7143,201.4286,680.0,188.0,2.897249,1.443376,11.54701,2.820943,1.440876,12.24745,507
508,0.051903000000000005,30.0,850.0,5.0,33.757000000000005,988.9945,14.473,67.99450000000002,0.0,5.112,1.0,0.004999999999999893,1.0,1.0,5.142692,74.87634,90.0,90.0,3.788512,90.0,90.0,90.0,0.416667,0.847368,67.30875,1.708366,275.0,279.6,685.7143,201.4286,680.0,188.0,2.897249,1.443376,11.54701,2.820943,1.440876,12.24745,508
509,0.051903000000000005,30.0,850.0,40.0,34.60000000000002,580.3899999999999,7.875,274.9405,0.0,3.1432,1.0,0.004999999999999893,1.0,1.0,5.142692,74.87634,90.0,90.0,3.788512,90.0,90.0,90.0,0.416667,0.826316,67.30875,1.708366,275.0,279.6,685.7143,201.4286,680.0,188.0,2.897249,1.443376,11.54701,2.820943,1.440876,12.24745,509
510,0.2,10.000000000000004,45.0,20.0,21.142999999999972,2318.5,9.743,45.870000000000005,0.0,0.0,1.0,0.0,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,510
511,0.2,30.0,45.0,20.0,10.889999999999986,818.1480000000001,4.1975,19.951999999999998,1.0,0.0,1.0,0.0,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,511
512,0.2,4.0,45.0,20.0,6.309199999999976,1283.981,2.2500000000000018,236.4043,0.0,5.75,1.0,0.20000000000000018,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,512
513,0.2,10.000000000000004,45.0,20.0,9.0,2211.13,5.0,1249.769,0.0,2.5,1.0,0.20000000000000018,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,513
514,0.2,30.0,45.0,20.0,18.829999999999984,3557.0,7.165,288.374,0.0,1.165,1.0,0.20000000000000018,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,514
515,0.2,4.0,45.0,20.0,6.3279999999999745,838.2735,1.9105000000000025,79.58850000000001,0.0,4.7755,1.0,0.04999999999999982,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,515
516,0.2,4.0,45.0,20.0,5.790999999999997,878.3785,2.0595,256.1785,0.0,5.4625,1.0,0.10000000000000009,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,516
517,0.2,4.0,45.0,20.0,5.432000000000016,891.9945,2.089500000000001,269.9945,0.0,5.4895,1.0,0.20000000000000018,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,517
518,0.2,4.0,45.0,20.0,5.432000000000016,892.0,2.179999999999998,270.0,0.0,5.58,1.0,0.2999999999999998,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,518
519,0.2,8.0,45.0,10.0,9.259999999999991,2838.8,4.264999999999999,225.8,0.0,3.681,1.0,0.04999999999999982,0.805996,1.0,3.895077,90.0,90.0,90.0,5.479769,60.90148,87.36408,57.03681,0.4,-0.6666700000000001,3.349205000000012,1.0,237.4,268.4,500.0,82.0,640.0,164.0,3.808834,2.366432,19.49359,3.449728,0.765466,12.24745,519
