,c1,c2,c3,chemical_formula,crystal_structure,depth_nm,id,space_group_shell,structure,structure_,formula_combined,coer_oe,exc_bias_oe,fc_field_t,h_range_max_koe,length_d_nm,mr (emu/g),sat_em_g,shape,space_group_core,temperature_k,ver_shift_emu_g,width_nm
94,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,18.0,95,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,429.82000000000016,-1182.0,6.5,50.0,18.0,0.010500000000000398,0.8455000000000013,1.0,161.0,130.0,0.030999999999999917,17.999999999999996
95,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,18.0,96,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1500.0,342.15,6.5,50.0,18.0,0.02499999999999858,0.6460000000000008,1.0,161.0,300.0,0.006000000000000005,17.999999999999996
96,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,18.0,97,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1361.93,0.0,0.0,50.0,18.0,0.05699999999999861,1.240000000000002,1.0,161.0,10.0,0.0,17.999999999999996
97,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,18.0,98,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,901.8200000000002,0.0,0.0,50.0,18.0,0.02499999999999858,0.8400000000000034,1.0,161.0,130.0,0.0,17.999999999999996
98,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,18.0,99,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,2309.79,0.0,0.0,50.0,18.0,0.03900000000000148,0.671999999999997,1.0,161.0,300.0,0.0,17.999999999999996
99,Fe7 Co3,,,['Fe0.7Co0.3'],cubic,45.0,100,0,FeCo,FeCo,Fe7 Co3,3999.6,-0.10000000000002274,1.4,30.0,45.0,34.3,63.0,3.0,229.0,10.0,0.0,45.0
100,Fe7 Co3,,,['Fe0.7Co0.3'],cubic,48.0,101,0,FeCo,FeCo,Fe7 Co3,1299.65,399.95000000000005,1.4,30.0,48.0,28.0,59.95,3.0,229.0,150.0,0.0,48.0
101,Fe7 Co3,,,['Fe0.7Co0.3'],cubic,51.0,102,0,FeCo,FeCo,Fe7 Co3,849.7,49.89999999999998,1.2000000000000002,30.0,51.0,22.25,55.4,3.0,229.0,300.0,0.0,51.0
102,Fe1 Co1,,,['Fe0.5Co0.5'],cubic,45.0,103,0,FeCo,FeCo,Fe1 Co1,2899.7,0.0,2.0,30.0,45.0,39.33,97.30000000000001,3.0,229.0,10.0,0.6560000000000001,45.0
103,Fe1 Co1,,,['Fe0.5Co0.5'],cubic,48.0,104,0,FeCo,FeCo,Fe1 Co1,1499.0,0.0,2.1999999999999997,30.0,48.0,32.0,97.45000000000002,3.0,229.0,150.0,1.7440000000000002,48.0
104,Fe1 Co1,,,['Fe0.5Co0.5'],cubic,51.0,105,0,FeCo,FeCo,Fe1 Co1,799.6500000000001,0.049999999999954525,2.0,30.0,51.0,21.0,90.95,3.0,229.0,300.0,0.43000000000000016,51.0
105,Fe3 Co7,,,['Fe0.3Co0.7'],cubic,45.0,106,0,FeCo,FeCo,Fe3 Co7,3999.65,0.049999999999954525,1.4,30.0,45.0,21.6,18.3,3.0,229.0,10.0,0.0,45.0
106,Fe3 Co7,,,['Fe0.3Co0.7'],cubic,48.0,107,0,FeCo,FeCo,Fe3 Co7,2299.75,99.95000000000005,1.4,30.0,48.0,18.0,13.0,3.0,229.0,150.0,0.0,48.0
107,Fe3 Co7,,,['Fe0.3Co0.7'],cubic,51.0,108,0,FeCo,FeCo,Fe3 Co7,1099.75,-0.049999999999954525,1.2000000000000002,30.0,51.0,11.7,10.850000000000001,3.0,229.0,300.0,0.0,51.0
108,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",20.0,109,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,1804.3,-1804.0,7.0,60.0,20.0,7.734999999999999,24.75,3.0,225.0,5.0,7.734999999999999,20.0
109,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",16.0,110,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,1620.97,-781.28,7.0,60.0,16.0,10.5,25.45,1.0,225.0,5.0,3.74,16.0
110,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",25.0,111,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,2044.82,-1022.0,7.0,60.0,25.0,7.1,19.21,7.0,225.0,5.0,3.717,25.0
111,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",14.0,112,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,681.8299999999999,-471.0,0.10000000000000009,52.5,14.0,10.0,20.0,2.0,225.0,20.000000000000007,0.0,14.0
112,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",32.0,113,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,2762.0,-2762.0,1.0,20.0,32.0,6.795,54.36,3.0,225.0,2.0,3.125,32.0
113,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",35.0,114,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,2396.15,-2250.0,1.0,20.0,35.0,9.495,31.729,3.0,225.0,2.0,2.0,35.0
114,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic, cubic",35.0,115,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,959.2,-583.0,1.0,20.0,35.0,13.638,44.14,5.0,225.0,2.0,7.933999999999999,35.0
115,Fe1,Fe3 O4,,"['Fe', 'Fe3O4']","cubic, orthorhombic",13.8,116,62,Fe/Fe3O4,Fe/Fe3O4,Fe1 Fe3 O4,1897.0,-1190.0,1.0,10.0,13.800000000000004,28.9,31.0,1.0,229.0,5.0,0.0,13.799999999999997
116,Fe3 O4,,,['Fe3O4'],cubic,16.0,117,0,Fe3O4,Fe3O4,Fe3 O4,862.0,-133.0,1.0,10.0,16.0,76.8,84.0,1.0,62.0,5.0,0.4476000000000002,16.0
117,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",15.0,118,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,1361.79,-20.0,5.0,60.0,15.0,8.315700000000001,15.122500000000002,1.0,229.0,30.0,0.3699000000000001,15.0
118,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",10.0,119,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,2544.74,-1071.526,5.0,60.0,10.0,1.9715999999999987,15.246499999999997,1.0,229.0,15.0,0.514774,10.0
119,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",8.0,120,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,2545.0,-2188.0,5.0,60.0,8.0,1.9715999999999987,15.246499999999997,1.0,229.0,10.0,0.626774,8.0
120,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",15.0,121,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,5159.4368,-1600.0,1.0,60.0,15.0,27.19526,53.7118,1.0,229.0,5.0,0.0,15.0
121,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",10.0,122,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,2124.4,-3500.0,1.0,60.0,10.0,13.376,32.5288,1.0,229.0,5.0,0.0009120000000000239,10.0
122,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']","cubic,  cubic",18.0,123,227,FeO/Fe3O4,FeO/Fe3O4,Fe1 O1 Fe3 O4,1538.46,-1000.0,0.0,50.0,18.0,16.23,38.9,2.0,225.0,300.0,0.0,17.999999999999996
123,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",11.3,124,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,10873.37,-22459.0,7.0,10.0,11.300000000000004,0.9845000000000006,0.9889999999999972,1.0,229.0,5.0,2.046,11.299999999999997
124,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",11.3,125,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,14972.9325,-18003.0,9.0,10.0,11.300000000000004,1.3524999999999991,5.227,1.0,229.0,5.0,1.957,11.299999999999997
125,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",17.9,126,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,7232.800000000001,-140.00000000000006,2.0,20.0,17.900000000000006,30.2472,48.348,1.0,229.0,5.0,0.9259999999999999,17.9
126,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']","cubic,  cubic",23.3,127,212,Fe/γ-Fe2O3,Fe/γ-Fe2O3,Fe1 Fe2 O3,1359.636,-964.9,1.36,20.0,23.300000000000004,7.199999999999999,20.862,1.0,229.0,5.0,4.79,23.3
127,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],orthorhombic,,128,0,La2FeMnO6,La2FeMnO6,La2 Mn1 Fe1 O6,933.9200000000001,-932.0,0.10000000000000009,15.0,32.69800000000001,0.7800000000000011,7.538,1.0,62.0,15.0,-0.010000000000000009,32.698
128,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],orthorhombic,,129,0,La2FeMnO6,La2FeMnO6,La2 Mn1 Fe1 O6,206.0,-865.6,0.10000000000000009,15.0,32.69800000000001,0.5365000000000002,5.942,1.0,62.0,50.0,-0.031500000000000083,32.698
129,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],orthorhombic,,130,0,La2FeMnO6,La2FeMnO6,La2 Mn1 Fe1 O6,176.32699999999977,-122.37400000000002,0.10000000000000009,15.0,32.69800000000001,0.2220000000000013,20.870000000000005,1.0,62.0,100.0,-0.020000000000000018,32.698
130,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],orthorhombic,,131,0,La2FeMnO6,La2FeMnO6,La2 Mn1 Fe1 O6,919.3,-510.4,0.10000000000000009,15.0,25.472,4.3255620000000015,11.450636,1.0,62.0,250.0,0.0008750000000001812,25.472
131,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']","triclinic,cubic ",40.0,132,227,FeVO4-Fe3O4,FeVO4-Fe3O4,V1 Fe1 O4 Fe3 O4,107.0,-13.0,2.0,10.0,40.0,55.5196734,64.7492,1.0,1.0,5.0,-0.0019999999999997797,40.0
132,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']","triclinic,cubic ",40.0,133,227,FeVO4-Fe3O4,FeVO4-Fe3O4,V1 Fe1 O4 Fe3 O4,450.0,-78.0,2.0,10.0,40.0,55.5196734,64.7492,1.0,1.0,5.0,-0.00625999999999971,40.0
133,La1 Fe1 O3,,,['LaFeO3'],cubic,44.0,134,0,LaFeO3,LaFeO3,La1 Fe1 O3,5250.0,-650.0,0.0,20.0,44.0,0.0009100000000010766,0.0024999999999977263,1.0,221.0,300.0,0.0,44.0
134,La1 Fe1 O3,,,['LaFeO3'],cubic,49.0,135,0,LaFeO3,LaFeO3,La1 Fe1 O3,4750.0,-254.0,0.0,20.0,49.0,0.00036300000000011323,0.003500000000002501,1.0,221.0,300.0,0.0,49.0
135,La1 Fe1 O3,,,['LaFeO3'],cubic,64.0,136,0,LaFeO3,LaFeO3,La1 Fe1 O3,1750.0,-250.0,0.0,20.0,64.0,0.000226999999998867,0.003500000000002501,1.0,221.0,300.0,0.0,64.0
136,La1 Fe1 O3,,,['LaFeO3'],cubic,44.0,137,0,LaFeO3,LaFeO3,La1 Fe1 O3,1000.0,-2275.0,8.0,20.0,44.0,49.7217,104.71600000000001,1.0,221.0,10.0,34.8796,44.0
137,La1 Fe1 O3,,,['LaFeO3'],cubic,49.0,138,0,LaFeO3,LaFeO3,La1 Fe1 O3,1125.0,-2120.0,8.0,20.0,49.0,49.7217,104.71600000000001,1.0,221.0,10.0,34.8796,49.0
138,La1 Fe1 O3,,,['LaFeO3'],cubic,64.0,139,0,LaFeO3,LaFeO3,La1 Fe1 O3,750.0,-800.0,8.0,20.0,64.0,21.746,49.988,1.0,221.0,10.0,0.0880000000000003,64.0
139,La1 Fe1 O3,,,['LaFeO3'],orthorhombic,37.86,140,0,LaFeO3,LaFeO3,La1 Fe1 O3,5275.5,-511.81,0.0,10.0,37.86,0.0036999999999984823,0.0045000000000001705,1.0,62.0,300.0,0.0,37.86
140,La1 Fe1 O3,,,['LaFeO3'],orthorhombic,43.0,141,0,LaFeO3,LaFeO3,La1 Fe1 O3,1063.17,-1972.0,0.8,10.0,43.0,0.0022500000000000853,0.004699999999999704,1.0,62.0,10.0,0.00014500000000006175,43.0
141,Au1,Fe3 O4,,"['Au', 'Fe3O4']","cubic, cubic",11.9,142,227,Au-Fe3O4,Au-Fe3O4,Au1 Fe3 O4,3257.5,-1814.6,5.0,60.0,11.899999999999999,1.9715999999999987,10.698599999999995,1.0,225.0,2.0,0.626774,11.899999999999999
142,Au1,Fe3 O4,,"['Au', 'Fe3O4']","cubic, cubic",11.9,143,227,Au-Fe3O4,Au-Fe3O4,Au1 Fe3 O4,2751.248,-1350.0,5.0,60.0,11.899999999999999,1.9715999999999987,8.322700000000005,1.0,225.0,2.0,0.4639740000000001,11.899999999999999
143,Au1,Fe3 O4,,"['Au', 'Fe3O4']","cubic, cubic",10.5,144,227,Au-Fe3O4,Au-Fe3O4,Au1 Fe3 O4,502.30999999999995,-502.0,5.0,60.0,10.5,12.598720000000004,24.520199999999996,1.0,225.0,100.0,0.77266,10.5
144,Fe3 O4,,,['Fe3O4'],cubic,9.8,145,0,Fe3O4,Fe3O4,Fe3 O4,181.0,-181.0,5.0,60.0,9.800000000000004,2.1541200000000025,29.5176,1.0,227.0,200.0,1.3638000000000001,9.799999999999997
145,Gd1 Ti1 Fe9 Bi9 O30,,,['Bi0.9Gd0.1Fe0.9Ti0.1O3'],hexagonal,12.0,146,0,Bi0.9Gd0.1Fe0.9Ti0.1O3,Bi0.9Gd0.1Fe0.9Ti0.1O3,Gd1 Ti1 Fe9 Bi9 O30,6000.0,-79.0,6.0,30.0,12.0,0.8000000000000007,2.6000000000000014,1.0,227.0,150.0,0.006000000000000005,12.0
146,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,89.0,147,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,6088.8,-149.24,0.20000000000000018,70.0,89.0,1.0,29.4,1.0,62.0,2.0,0.0,89.0
147,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,89.0,148,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,8899.6785,-30.66999999999996,5.0,70.0,89.0,1.6999999999999993,21.626,1.0,62.0,8.0,0.0,89.0
148,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,90.0,149,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,6342.6,-402.9,5.0,70.0,90.0,2.5359999999999996,20.4,1.0,62.0,10.0,0.0,90.0
149,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,89.0,150,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,2142.85,-1877.7820000000002,5.0,70.0,89.0,3.33,13.439999999999998,1.0,62.0,50.0,0.0,89.0
150,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,89.0,151,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,2144.5,-1877.7820000000002,5.0,70.0,89.0,3.7680000000000007,10.100000000000001,1.0,62.0,75.0,0.0,89.0
151,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],orthorhombic,89.0,152,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,Sr11 Nd39 Co50 Cu97 O150,1458.4,-1711.4,5.0,70.0,89.0,3.7680000000000007,8.600000000000001,1.0,62.0,100.0,0.0,89.0
152,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",6.74,153,225,Fe3O4/CoO,Fe3O4/CoO,Fe3 O4 Co1 O1,20800.0,-2800.0,10.0,45.0,6.740000000000002,33.9812,66.03999999999999,1.0,227.0,5.0,0.006200000000000205,6.740000000000002
153,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",6.74,154,225,Fe3O4/CoO,Fe3O4/CoO,Fe3 O4 Co1 O1,17600.0,-2600.0,10.0,45.0,6.740000000000002,33.9812,58.44,1.0,227.0,5.0,0.006199999999999983,6.740000000000002
154,Fe2 Co1 O4,,,['CoFe2O4'],cubic,9.3,155,0,CoFe2O4,CoFe2O4,Fe2 Co1 O4,9460.0,0.0,0.0,60.0,9.300000000000004,48.0,86.9,1.0,227.0,5.0,0.0,9.299999999999997
155,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",12.4,156,225,CoFe2O4-CoO,CoFe2O4-CoO,Fe2 Co1 O4 Co1 O1,11900.0,0.0,0.0,60.0,12.399999999999999,30.0,55.3,1.0,227.0,5.0,0.0,12.399999999999999
156,Fe2 Co1 O4,,,['CoFe2O4'],cubic,9.3,157,0,CoFe2O4,CoFe2O4,Fe2 Co1 O4,9470.0,0.0,7.0,60.0,9.300000000000004,48.0,86.9,1.0,227.0,5.0,0.0,9.299999999999997
157,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",12.4,158,225,CoFe2O4-CoO,CoFe2O4-CoO,Fe2 Co1 O4 Co1 O1,13950.0,-3650.0,7.0,60.0,12.399999999999999,39.1,55.7,1.0,227.0,5.0,0.0,12.399999999999999
158,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']","cubic, cubic",12.6,159,225,Fe/CuO,Fe/CuO,Cu98 Fe1 O50,14.0,0.0,0.0,80.0,12.599999999999994,0.0002999999999993008,0.02499999999999858,1.0,229.0,300.0,0.0,12.600000000000001
159,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']","cubic, cubic",7.9,160,225,Fe/CuO,Fe/CuO,Cu96 Fe1 O25,17.0,0.0,0.0,80.0,7.899999999999999,0.0021999999999984254,0.17199999999999704,1.0,229.0,300.0,0.0,7.899999999999999
160,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']","cubic, cubic",12.6,161,225,Fe/CuO,Fe/CuO,Cu98 Fe1 O50,761.0,-530.6,3.01,80.0,12.599999999999994,0.012000000000000455,0.11500000000000199,1.0,229.0,10.0,0.012400000000000189,12.600000000000001
161,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']","cubic, cubic",7.9,162,225,Fe/CuO,Fe/CuO,Cu96 Fe1 O25,995.0,-906.4,4.6,80.0,7.899999999999999,0.08200000000000074,0.3440000000000012,1.0,229.0,10.0,0.012400000000000189,7.899999999999999
162,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']","cubic, cubic",12.6,163,225,Fe/CuO,Fe/CuO,Cu98 Fe1 O50,91.0,-249.0,1.0000000000000002,80.0,12.599999999999994,0.03859999999999886,25.3078,1.0,229.0,100.0,0.0,12.600000000000001
163,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']","cubic, cubic",7.9,164,225,Fe/CuO,Fe/CuO,Cu96 Fe1 O25,25.0,-94.0,0.0,80.0,7.899999999999999,0.13200000000000145,25.3078,1.0,229.0,100.0,0.0,7.899999999999999
164,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']","cubic, cubic",12.6,165,225,Fe/CuO,Fe/CuO,Cu98 Fe1 O50,247.0,-1335.0,5.5,80.0,12.599999999999994,0.019300000000001205,2.251800000000003,1.0,229.0,5.0,0.05733999999999995,12.600000000000001
165,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']","cubic, cubic",7.9,166,225,Fe/CuO,Fe/CuO,Cu96 Fe1 O25,41.0,-1318.0,5.5,80.0,7.899999999999999,0.027000000000001023,2.4798000000000044,1.0,229.0,5.0,0.05734000000000017,7.899999999999999
166,Fe2 O3,,,['Fe2O3'],trigonal,17.0,167,0,α-Fe2O3,α-Fe2O3,Fe2 O3,115.00500000000011,-131.00000000000006,0.0,40.0,17.000000000000007,0.015000000000000568,59.641740000000006,3.0,161.0,30.0,0.00026999999999999247,17.0
167,Fe2 O3,,,['Fe2O3'],trigonal,17.0,168,0,α-Fe2O3,α-Fe2O3,Fe2 O3,125.23000000000002,-165.23000000000002,0.0,40.0,17.000000000000007,0.0019999999999988916,59.641740000000006,3.0,161.0,30.0,0.0024699999999999722,17.0
168,Fe2 O3,,,['Fe2O3'],trigonal,17.0,169,0,α-Fe2O3,α-Fe2O3,Fe2 O3,250.0,-1025.0,2.0,40.0,17.000000000000007,0.0037999999999982492,70.36974000000001,3.0,161.0,100.0,0.0044280000000000985,17.0
169,Fe2 O3,,,['Fe2O3'],trigonal,17.0,170,0,α-Fe2O3,α-Fe2O3,Fe2 O3,579.1500000000001,-113.5,2.0,40.0,17.000000000000007,0.08510000000000062,51.242000000000004,3.0,161.0,200.0,0.0,17.0
170,Ni1 O1,,,['NiO'],cubic,4.0,171,0,NiO,NiO,Ni1 O1,2285.7,-900.0,8.0,80.0,4.0,0.3999999999999986,5.800000000000004,1.0,225.0,5.0,0.010699999999999932,4.0
171,Ni1 O1,,,['NiO'],cubic,9.0,172,0,NiO,NiO,Ni1 O1,2857.1,-2750.0,8.0,80.0,9.000000000000007,0.41300000000000026,3.049999999999997,1.0,225.0,5.0,0.18599999999999994,9.0
172,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,20.0,173,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,239.34000000000015,250.0,2.0,20.0,20.0,0.07900000000000063,1.5745000000000005,1.0,161.0,300.0,0.07899999999999996,20.0
173,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,30.0,174,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1135.5,984.37,2.0,20.0,30.0,0.11700000000000088,1.5850000000000009,1.0,161.0,300.0,0.09200000000000008,30.0
174,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,40.0,175,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1041.71,-677.0,2.0,20.0,40.0,0.11899999999999977,1.1835000000000022,1.0,161.0,300.0,0.04699999999999993,40.0
175,Sr3 La17 Fe20 O60,,,['La0.85Sr0.15FeO3'],orthorhombic,18.49,176,0,La0.85Sr0.15FeO3,La0.85Sr0.15FeO3,Sr3 La17 Fe20 O60,2812.5,-812.5,0.06000000000000005,15.0,18.490000000000002,17.71,30.0,1.0,62.0,193.0,-0.005999999999999783,18.49
176,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,177,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,569.3430000000001,-124.13999999999993,1.0,20.0,27.0,34.375,122.0,1.0,225.0,5.0,12.0,27.0
177,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,178,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,583.3400000000004,-123.24000000000001,1.0,20.0,27.0,32.07,116.0,1.0,225.0,5.0,6.25,27.0
178,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,179,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,626.8,-148.59500000000003,1.0,20.0,27.0,32.9245,105.0,1.0,225.0,5.0,6.030999999999999,27.0
179,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,180,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,738.96,-183.82,1.0,20.0,27.0,27.919,90.42,1.0,225.0,5.0,5.930999999999999,27.0
180,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,181,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,724.6379999999999,-210.52999999999997,1.0,20.0,27.0,15.923,56.9,1.0,225.0,5.0,3.5,27.0
181,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,182,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,631.5799999999999,-147.35999999999996,1.0,20.0,27.0,6.5,32.0,1.0,225.0,5.0,0.8,27.0
182,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,183,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,222.0,-36.60000000000002,1.0,20.0,27.0,0.6875,9.55,1.0,225.0,5.0,0.11250000000000004,27.0
183,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,184,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,194.72400000000016,-26.442000000000007,1.0,20.0,27.0,0.19099999999999895,4.600000000000001,1.0,225.0,5.0,0.03200000000000003,27.0
184,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,185,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,265.0,-21.5,1.0,20.0,27.0,0.05099999999999838,3.0,1.0,225.0,5.0,0.004999999999999893,27.0
185,Mn3 O4,,,['Mn3O4'],tetragonal,30.0,186,0,Mn3O4,Mn3O4,Mn3 O4,1086.0,-1086.0,1.0,20.0,30.0,10.2571,46.00596,1.0,141.0,10.0,2.238,30.0
186,Mn3 O4,,,['Mn3O4'],tetragonal,60.0,187,0,Mn3O4,Mn3O4,Mn3 O4,574.9999999999998,-575.0,1.0,20.0,60.0,17.0812,32.0,1.0,141.0,10.0,2.319,60.0
187,Mn3 O4,,,['Mn3O4'],tetragonal,90.0,188,0,Mn3O4,Mn3O4,Mn3 O4,273.0,-273.0,1.0,20.0,90.0,10.2571,44.9449,1.0,141.0,10.0,2.339,90.0
188,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,189,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,2900.0,-1290.0,7.0,60.0,10.199999999999996,10.912600000000001,27.732699999999998,1.0,227.0,5.0,0.958574,10.200000000000003
189,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,190,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,7035.0,-3430.0,7.0,60.0,10.199999999999996,19.610799999999998,33.6393,1.0,227.0,5.0,1.723,10.200000000000003
190,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,191,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,11200.0,-4020.0,7.0,60.0,10.199999999999996,20.13,33.0,1.0,227.0,5.0,0.0,10.200000000000003
191,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,192,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,12700.0,-5100.0,7.0,60.0,10.199999999999996,37.76,59.0,1.0,227.0,5.0,0.0,10.200000000000003
192,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",6.0,193,225,Co/CoO,Co/CoO,Co1 Co1 O1,7619.0,-3773.58,5.0,50.0,6.0,40.7799,65.7824,1.0,194.0,10.0,3.8854,6.0
