,Unnamed: 0,area/volume,volume,area,space_group_core,space_group_shell,h_range_max_koe,Tb,TN,Tc,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_a,core_b,core_c,core_alpha,core_beta,core_gamma,shell_a,shell_b,shell_c,shell_alpha,shell_beta,shell_gamma,total_ions,z_ions,core_total_ions,core_magnetic_ions,shell_total_ions,shell_magnetic_ions,num_of_magn_ions,Tn-Tb/Tn,Aex,core,shell,formula
1081,1081,0.1022494888,105795.8351,10817.57005,225,141,20,90,350,108,29.34,29.34,29.34,1,5,0.55,511.3,0.08,165.5,0,0.1722,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.7428571429,6.899323689,NiO,Mn3O4,NiO-Mn3O4
1082,1082,0.1010441226,109627.3296,11077.19733,225,141,20,103,350,63,29.69,29.69,29.69,1,5,1.32,934.3,0.29,620.8,0,0.17,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.7057142857,4.024605485,NiO,Mn3O4,NiO-Mn3O4
1083,1083,0.1043841336,99437.11921,10379.65754,225,141,20,100,350,63,28.74,28.74,28.74,1,5,1.67,826,0.26,602,0,0.17,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.7142857143,4.024605485,NiO,Mn3O4,NiO-Mn3O4
1084,1084,0.1025991792,104717.7609,10743.95631,225,141,20,102,350,65,29.24,29.24,29.24,1,5,0.91,1530,0.22,1670.9,0,0.2,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.7085714286,4.152370739,NiO,Mn3O4,NiO-Mn3O4
1085,1085,0.1198561726,65685.69377,7872.83585,225,141,20,45,350,74,25.03,25.03,25.03,1,5,1.88,2350.7,0.18,2199.9,0,0.1916,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.8714285714,4.727314379,NiO,Mn3O4,NiO-Mn3O4
1086,1086,0.10814708,89414.43007,9669.909524,225,141,20,46,350,50,27.74,27.74,27.74,1,5,0.99,5860.4,0.37,2952.5,0,0.223,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.8685714286,3.194131337,NiO,Mn3O4,NiO-Mn3O4
1087,1087,0.1175088132,69701.26929,8190.513431,225,141,20,45,350,74,25.53,25.53,25.53,1,5,0.93,4122.9,0.22,1444.6,0,0.1916,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.8714285714,4.727314379,NiO,Mn3O4,NiO-Mn3O4
1088,1088,0.1205303335,64589.65017,7785.012073,225,141,20,46,350,89,24.89,24.89,24.89,1,5,4.37,1011.5,0.26,833.1,0,0.209,1,2,1,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,9,4,2,1,7,3,0.4444444444,0.8685714286,5.685553781,NiO,Mn3O4,NiO-Mn3O4
1089,1089,0.1038461538,732333.3333,76050,225,225,20,181.4,243,268,65,65,65,2,5,30.5,205,8.1762,100,0,0.6062,0.8,0.01,0.5166432673,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,,,,,,,10,4,1,1,9,3,0.4,0.2534979424,,Ni,La2MnO6,La2NiMnO6
1090,1090,0.09,1125000,101250,225,225,20,222.4,243,268,75,75,75,2,5,53.8,130,17.3264,16,1,0.1946,0.6,0.01,0.5166432673,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,,,,,,,10,4,1,1,9,3,0.4,0.08477366255,,Ni,La2MnO6,La2NiMnO6
1091,1091,0.084375,1365333.333,115200,225,225,20,222.4,243,268,80,80,80,2,5,52.7,125,17.3264,23,1,0.1946,0.6,0.01,0.5166432673,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,,,,,,,10,4,1,1,9,3,0.4,0.08477366255,,Ni,La2MnO6,La2NiMnO6
1092,1092,0.04924976196,946759.3425,46627.67225,62,148,60,100,274,775,60.914,60.914,60.914,1,10,6,304.7445,0.064,100.3325,0,0.013,1,0.5,1,1,3.337852306,3.337852306,3.337852306,60,60,60,,,,,,,10,3,1,0,9,3,0.3,0.6350364964,,Ce,Cr(FeO3)2,Ce-Fe0.5Cr0.5O3
1093,1093,0.03333333333,3053625.48,101787.516,62,148,50,100,238,479.6,90,90,90,1,5,13,7609.472,5.85,210.978,0,0.333,1,0.5,1,1,3.615262885,3.615262885,3.615262885,109.4712206,109.4712206,109.4712206,,,,,,,10,3,1,0,9,3,0.3,0.5798319328,,Pr,Cr(FeO3)2,Pr-FeCr0.5O3
1094,1094,0.01219512195,62358199.02,760465.8418,62,148,60,50,252,824.8,246,246,246,1,5,15.1,192.165,0.073,1482.057,1,0.43,0,0.5,1,1,3.68816149,3.68816149,3.68816149,60,60,60,,,,,,,10,4,1,1,9,3,0.4,0.8015873016,,Nd,Cr(FeO3)2,Nd-FeCr0.5O3
1095,1095,0.1021798365,106012.334,10832.32296,62,148,60,100,650,668.6,29.36,29.36,29.36,1,5,1.85,226.316,0.017,21865.316,0,0.833,1,0.5,1,1,3.645627603,3.645627603,3.645627603,60,60,60,,,,,,,10,4,1,1,9,3,0.4,0.8461538462,,Sm,Cr(FeO3)2,Sm-FeCr0.5O3
1096,1096,0.2142857143,11494.03061,2463.00656,225,227,60,266,200,842.8,14,14,14,1,5,39,300,20,2000,0,2.6377748,1,5,1,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,103.3243941,FeO,Fe3O4,FeO-Fe3O4
1097,1097,0.1666666667,24429.00384,4071.50064,227,227,60,202.8,226,846.8,18,18,18,1,5,14,600,6,1600,0,1.1578644,1,5,1,1,,,,,,,3.058813,5.142692,5.225572969,74.87633512,90,90,10,5,3,2,7,3,0.5,0.1026548673,83.05182435,FeCoO,Fe3O4,CoFeO-Fe3O4
1098,1098,0.1875,17157.27019,3216.98816,225,227,60,300,273,800,16,16,16,1,5,15,500,8,500,0,0.8319,1.16,5,1,1,,,,,,,3.058813,5.142692,5.225572969,74.87633512,90,90,11,6,4,3,7,3,0.5454545455,-0.0989010989,65.38484046,FeCoNiO,Fe3O4,NiCoFeO-Fe3O4
1099,1099,0.2142857143,11494.03061,2463.00656,225,227,60,266,200,778.2,14,14,14,1,5,35,320,6,0,1,0,0,0,1,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,95.40465534,FeO,Fe3O4,FeO-Fe3O4
1100,1100,0.1666666667,24429.00384,4071.50064,227,227,60,219.2,226,920.4,18,18,18,1,5,9,270,0.8,0,1,3.4,1,0,1,1,,,,,,,3.058813,5.142692,5.225572969,74.87633512,90,90,10,5,3,2,7,3,0.5,0.03008849558,90.27031074,FeCoO,Fe3O4,CoFeO-Fe3O4
1101,1101,0.1875,17157.27019,3216.98816,225,227,60,300,273,800,16,16,16,1,5,11,440,3,0,1,1.6,1,0,1,1,,,,,,,3.058813,5.142692,5.225572969,74.87633512,90,90,11,6,4,3,7,3,0.5454545455,-0.0989010989,65.38484046,FeCoNiO,Fe3O4,NiCoFeO-Fe3O4
1102,1102,0.03333333333,3053625.48,101787.516,216,225,60,372,290,1150,90,90,90,1,2,11.06,119.181,0.245,18.75,0,0.043,1,0.02,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.843446,2.843446,2.843446,90,90,90,4,3,2,1,2,2,0.75,-0.2827586207,202.2194197,CoO,FeCo,CoO-CoFe
1103,1103,0.03333333333,3053625.48,101787.516,216,225,60,252,290,1150,90,90,90,1,2,11.898,46.121,0.047,27.155,0,0.047,1,5,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.843446,2.843446,2.843446,90,90,90,4,3,2,1,2,2,0.75,0.1310344828,202.2194197,CoO,FeCo,CoO-CoFe
1104,1104,0.03333333333,3053625.48,101787.516,216,225,60,154.8,290,1150,90,90,90,1,2,5.2175,1493.5,0.775,19.4,1,0.019,1,5,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.843446,2.843446,2.843446,90,90,90,4,3,2,1,2,2,0.75,0.4662068966,202.2194197,CoO,FeCo,CoO-CoFe
1105,1105,0.2777777778,5276.664829,1465.74023,227,216,60,237,293,782.4,10.8,10.8,10.8,1,10,38,17300,29.5,0,1,0.5,1,0,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.1911262799,97.02125453,Fe3O4,CoO,Fe3O4-CoO
1106,1106,0.3092783505,3822.992493,1182.368812,227,216,60,237,293,856.4,9.7,9.7,9.7,1,10,45,16600,26.5,2600,0,0.5,1,7,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.1911262799,106.1976002,Fe3O4,CoO,Fe3O4-CoO
1107,1107,0.2777777778,5276.664829,1465.74023,227,216,60,237,293,782.4,10.8,10.8,10.8,1,10,38,20000,32.46,0,1,5.9,1,0,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.1911262799,97.02125453,Fe3O4,CoO,Fe3O4-CoO
1108,1108,0.3092783505,3822.992493,1182.368812,227,216,60,237,293,846.4,9.7,9.7,9.7,1,10,45,20200,28.85,1800,0,4.26,1,7,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.1911262799,104.9575535,Fe3O4,CoO,Fe3O4-CoO
1109,1109,0.15,28274.31,4241.1465,136,167,2,62.6,308,392,30,40,0,6,142.4,68.73,571,36.365,1,0,0,0,0.44,1,1.333333333,7.081543726,7.081543726,7.081543455,24.24956612,24.24956612,24.24956742,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,8,3,3,1,5,2,0.375,0.7967532468,38.66066821,CrO2,Cr2O3,CrO2-Cr2O3
1110,1110,0.15,28274.31,4241.1465,136,167,2,62.6,308,392,30,40,0,6,106.4,53.25,409.5,24.9,45.5,0,0,0,0.46,1,1.333333333,3.666722,3.666722,3.666722,90,90,90,7.081543726,7.081543726,7.081543455,24.24956612,24.24956612,24.24956742,7,2,4,1,3,1,0.2857142857,0.7967532468,41.51637148,CrO3,CrO2,CrO2-Cr2O3
1111,1111,0.01090909091,15138.94522,165.1521297,167,0,10,208,945,510,5.92,550,0,6,10,5.3425,5500,1.4235,1200,0,0.2585,1,5,1,92.90540541,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1112,1112,0.009230769231,27503.94501,253.8825693,167,0,10,208,945,510,7.34,650,0,6,10,7.361,4184,2.11,894,0,0.47,1,5,1,88.55585831,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1113,1113,0.008,54513.1053,436.1048424,167,0,10,208,945,510,9.62,750,0,6,10,7.1705,4144,2.241,685,0,0.402,0,5,1,77.96257796,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1114,1114,0.01090909091,15138.94522,165.1521297,167,0,50,208,945,510,5.92,550,0,6,50,4.988,1352,0.55,19,0,0.091,0.8,5,1,92.90540541,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1115,1115,0.009230769231,27503.94501,253.8825693,167,0,50,208,945,510,7.34,650,0,6,50,6.977,783,0.6835,18,0,0.0185,1,5,1,88.55585831,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1116,1116,0.008,54513.1053,436.1048424,167,0,50,208,945,510,9.62,750,0,6,50,6.757,1026,1.2269,41,0,0,0,5,1,77.96257796,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1117,1117,0.01090909091,15138.94522,165.1521297,167,0,100,208,945,510,5.92,550,0,6,100,4.635,986,0.55,12,0,0.01,0.6,5,1,92.90540541,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1118,1118,0.009230769231,27503.94501,253.8825693,167,0,100,208,945,510,7.34,650,0,6,100,6.5,257,0.303,4,0,0.016,1,5,1,88.55585831,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1119,1119,0.008,54513.1053,436.1048424,167,0,100,208,945,510,9.62,750,0,6,100,6.4125,407,0.8655,8,0,0,0,5,1,77.96257796,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
1120,1120,1.038062284,101.1071272,104.9554954,87,227,62,8,143,835,2.89,2.89,2.89,1,362.4,0.63,35.39,0.006,2.3,0,0.002,1,2,1,1,2.920997,2.920997,3.705286,90,90,90,5.807719301,5.807719301,5.807719567,58.97909506,58.97909506,58.97910362,10,4,3,1,7,3,0.4,0.9440559441,53.91531233,MnO2,Co2NiO4,MnO2-NiCo2O4
1121,1121,0.6564551422,399.7945253,262.447172,87,227,62,8,143,835,4.57,4.57,4.57,1,362.4,2.31,16.08,0.02,15.01,0,0.02,1,2,1,1,2.920997,2.920997,3.705286,90,90,90,5.807719301,5.807719301,5.807719567,58.97909506,58.97909506,58.97910362,10,4,3,1,7,3,0.4,0.9440559441,53.91531233,MnO2,Co2NiO4,MnO2-NiCo2O4
1122,1122,0.3318584071,3094.52171,1026.943045,87,227,62,8,143,835,9.04,9.04,9.04,1,362.4,2.58,15.64,0.33,14.16,0,0.165,1,2,1,1,2.920997,2.920997,3.705286,90,90,90,5.807719301,5.807719301,5.807719567,58.97909506,58.97909506,58.97910362,10,4,3,1,7,3,0.4,0.9440559441,53.91531233,MnO2,Co2NiO4,MnO2-NiCo2O4
1123,1123,0.1599147122,27655.83303,4422.574579,87,227,62,8,143,835,18.76,18.76,18.76,1,362.4,5.59,15.6,0.1,12.71,0,0.21,1,2,1,1,2.920997,2.920997,3.705286,90,90,90,5.807719301,5.807719301,5.807719567,58.97909506,58.97909506,58.97910362,10,4,3,1,7,3,0.4,0.9440559441,53.91531233,MnO2,Co2NiO4,MnO2-NiCo2O4
1124,1124,0.25,7238.22336,1809.55584,227,92,10,130,960,858,12,12,12,1,10,17.5,439.986,4.985,42.394,1,0.22,1,0,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8645833333,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1125,1125,0.25,7238.22336,1809.55584,227,92,10,135,960,858,12,12,12,1,10,16.68,456,5.168,151.6,0,1.042,1,0.05,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.859375,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1126,1126,0.25,7238.22336,1809.55584,227,92,10,130,960,858,12,12,12,1,10,18,359.99,7.494,119.998,0,3.2,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8645833333,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1127,1127,0.25,7238.22336,1809.55584,227,92,10,130,960,858,12,12,12,1,10,17.24,345.75,0.001,0,1,0.044,1,0,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8645833333,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1128,1128,0.25,7238.22336,1809.55584,227,92,10,135,960,858,12,12,12,1,10,0.0015,367.175,0.00045,279.449,0,3.00E-05,1,0.05,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.859375,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1129,1129,0.25,7238.22336,1809.55584,227,92,10,130,960,858,12,12,12,1,10,0.0013,345.785,70.1688,142.541,0,1.4,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8645833333,67.94224223,Fe3O4,Fe2O3,Fe3O4-Fe2O3
1130,1130,0.375,2144.658773,804.24704,194,136,1,113.4,67,1400,8,8,8,1,300,46.124,46,5.6758,3,1,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.348187,4.961992,4.961992,90,90,90,4,2,1,1,3,1,0.5,-0.6925373134,313.6025557,Co,MnF2,Co-MnF2
1131,1131,0.375,2144.658773,804.24704,194,136,1,249,67,1400,8,8,8,1,14,11.6987,175.5,3.9571,39.1,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.348187,4.961992,4.961992,90,90,90,4,2,1,1,3,1,0.5,-2.71641791,313.6025557,Co,MnF2,Co-MnF2
1132,1132,0.1124606388,79515.23901,8942.334572,225,186,30,20,118,200,26.676,26.676,26.676,1,5,48.4,4222.5,41.47,543.94,0,4,1,1,1,1,,,,,,,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,5,2,3,1,2,1,0.4,0.8305084746,43.7100042,MnGeTe,MnO,GeMnTe-MnO
1133,1133,0.06033546519,514913.1821,31067.52637,225,186,30,20,118,200,49.722,49.722,49.722,1,10,55,2564.65,34.3,284.39,0,0,0,1,1,1,,,,,,,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,5,2,3,1,2,1,0.4,0.8305084746,43.7100042,MnGeTe,MnO,GeMnTe-MnO
1134,1134,0.07386251723,280659.4654,20730.2146,225,186,30,20,118,200,40.616,40.616,40.616,1,20,56,855.25,21,25.25,0,0,0,1,1,1,,,,,,,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,5,2,3,1,2,1,0.4,0.8305084746,43.7100042,MnGeTe,MnO,GeMnTe-MnO
1135,1135,0.375,2144.658773,804.24704,194,225,40,11,93.4,1140,8,8,8,1,2,19.9104,500,11.2458,35,0,0.7163,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,2,2,1,1,1,1,1,0.8822269807,353.8329562,Co,Ni,Co-Ni
1136,1136,0.375,2144.658773,804.24704,194,225,40,40,40,1140,8,8,8,1,2,24.2,1100,13.54,144,0,0.7495,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,2,2,1,1,1,1,1,0,353.8329562,Co,Ni,Co-Ni
1137,1137,0.375,2144.658773,804.24704,194,225,40,80,40,1140,8,8,8,1,2,24.2,1100,13.54,585,0,0.79028,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,2,2,1,1,1,1,1,-1,353.8329562,Co,Ni,Co-Ni
1138,1138,0.2307692308,9202.764307,2123.71484,92,227,10,160,960,820,13,13,13,1,50,86,479,39.3,105,0,9.1,0,5,1,1,3.788512,3.788512,3.788512,90,90,90,3.058813,5.142692,5.225572969,74.87633512,90,90,12,5,5,2,7,3,0.4166666667,0.8333333333,80.42335377,Fe2O3,Fe3O4,Fe2O3-Fe3O4
1139,1139,0.375,2144.658773,804.24704,92,227,10,80,953,770,8,8,8,1,50,55,210,38.99,50,0,6.6,0,5,1,1,3.788512,3.788512,3.788512,90,90,90,3.058813,5.142692,5.225572969,74.87633512,90,90,12,5,5,2,7,3,0.4166666667,0.9160545645,75.51949073,Fe2O3,Fe3O4,Fe2O3-Fe3O4
1140,1140,0.1152073733,73962.43186,8521.017495,141,230,50,126.2,42,1200,26.04,26.04,26.04,1,5,19.2,10518,7.1,5026,0,0.3,1,5,1,1,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,2.481599734,2.481599734,2.481599734,60,60,60,8,4,7,3,1,1,0.5,-2.004761905,181.3346423,Mn3O4,Mn,Mn3O4-Mn
1141,1141,0.4285714286,1436.753827,615.75164,194,225,10,50,291,1065.2,7,7,7,1,5,51.6237,1401.15,19.0796,10.282,0,2.4634,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8281786942,264.1795509,Co,CoO,Co-CoO
1142,1142,0.25,7238.22336,1809.55584,194,225,10,50,291,816.4,12,12,12,1,5,43.1566,1058.6,7.5532325,9.4,1,0.0134375,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8281786942,202.4748267,Co,CoO,Co-CoO
1143,1143,0.375,2144.658773,804.24704,194,225,10,50,291,1065.2,8,8,8,1,5,51.6237,645.68,19.0796,161.6,0,2.4634,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8281786942,264.1795509,Co,CoO,Co-CoO
1144,1144,0.2307692308,9202.764307,2123.71484,194,225,10,50,291,1065.2,13,13,13,1,5,51.6237,423.4,19.0796,80.8,0,2.4634,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8281786942,264.1795509,Co,CoO,Co-CoO
1145,1145,0.03488372093,2664302.892,92940.79856,194,206,42,170,307,1388,86,65.8,65.8,1,10,12,824.485,3.3735,393.601,0,1.1335,1,5,1,1.306990881,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.4462540717,136.8903252,Co,Cr2O3,Co–Cr2O3
1146,1146,0.03488372093,2664302.892,92940.79856,194,206,50,160,307,1388,86,75.6,75.6,1,10,25,734,11.185,106.34,0,1.05,1,5,1,1.137566138,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.4788273616,136.8903252,Co,Cr2O3,Co–Cr2O3
1147,1147,0.03488372093,2664302.892,92940.79856,194,206,50,170,307,1388,86,75.6,75.6,1,10,70,305.85,14.728,44.72,0,1.398,1,5,1,1.137566138,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.4462540717,136.8903252,Co,Cr2O3,Co–Cr2O3
1148,1148,0.03488372093,2664302.892,92940.79856,194,206,19.2,216.8,307,1388,86,48.4,48.4,1,10,12,553.217,1.92,287.26,0,0.61,1,0,1,1.776859504,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.2938110749,136.8903252,Co,Cr2O3,Co–Cr2O3
1149,1149,0.03488372093,2664302.892,92940.79856,194,206,19.2,216.8,307,1388,86,48.4,48.4,1,10,25,635.65,9.122,71.72,0,0.203,1,0,1,1.776859504,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.2938110749,136.8903252,Co,Cr2O3,Co–Cr2O3
1150,1150,0.03488372093,2664302.892,92940.79856,194,206,19.2,247.8,307,1388,86,48.4,48.4,1,10,70,239.36,10.86,15.892,0,0.11,1,0,1,1.776859504,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,0.1928338762,136.8903252,Co,Cr2O3,Co–Cr2O3
1151,1151,0.1428571429,38792.35332,5541.76476,227,0,15,320,790,789,21,13.862,13.862,1,77,55.5,11435,50.5,755,0,12.615,1,1.2,1,1.51493291,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.5949367089,0,Fe2CoO4,0,CoFe2O4
1152,1152,0.0426742532,1455305.657,62104.08209,194,167,20,350,310,1388,70.3,70.3,70.3,1,50,112.25,249,32.5,110,0,9.5,1,2.6,1,1,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,-0.1290322581,136.8903252,Co,Cr2O3,Co-Cr2O3
1153,1153,0.4761904762,1047.39354,498.7588284,194,167,20,350,310,1388,6.3,6.3,6.3,1,50,40.5,355,18.4,85,0,3.766,1,3,1,1,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,-0.1290322581,136.8903252,Co,Cr2O3,Co-Cr2O3
1154,1154,0.05917159763,545898.7759,32301.70272,194,167,20,350,310,1388,50.7,50.7,50.7,1,50,93.385,1037,43.74,427,0,13.183,1,1.2,1,1,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,-0.1290322581,136.8903252,Co,Cr2O3,Co-Cr2O3
1155,1155,0.3896103896,1912.319343,745.0594844,194,167,20,350,310,1388,7.7,7.7,7.7,1,50,24.76,315,11.212,150,0,5.412,1,3,1,1,2.489759746,2.489759746,2.489759746,60,60,60,5.069752,5.472539806,5.069818799,117.5959333,119.9996129,90.00006706,6,3,1,1,5,2,0.5,-0.1290322581,136.8903252,Co,Cr2O3,Co-Cr2O3
